CountyFIPS,StateDesc,StateAbbr,CountyName,scoring_referent,stroke_belt,cle8_point,cle8_lower,cle8_upper,cle8_range,cvh_cat_point,cvh_cat_lower,cvh_cat_upper,cvh_cat_stable,behavior_point,behavior_lower,behavior_upper,behavior_range,factor_point,factor_lower,factor_upper,factor_range,lpa_point,lpa_lower,lpa_upper,lpa_range,lpa_ci_width_pp,smoking_point,smoking_lower,smoking_upper,smoking_range,smoking_ci_width_pp,sleep_point,sleep_lower,sleep_upper,sleep_range,sleep_ci_width_pp,diet_point,diet_lower,diet_upper,diet_range,diet_ci_width_pp,bp_point,bp_lower,bp_upper,bp_range,bp_ci_width_pp,chol_point,chol_lower,chol_upper,chol_range,chol_ci_width_pp,glucose_point,glucose_lower,glucose_upper,glucose_range,glucose_ci_width_pp,obesity_point,obesity_lower,obesity_upper,obesity_range,obesity_ci_width_pp
48199,Texas,TX,Hardin,within_state,partial,61.25,62.5,63.75,1.25,Moderate,Moderate,Moderate,TRUE,65,67.5,70,2.5,57.5,57.5,57.5,0,90,90,90,0,8,40,50,50,0,4.399999999999999,40,40,50,10,12.899999999999999,90,90,90,0,3.200000000000001,50,50,50,0,7.899999999999999,10,20,10,10,9.2,90,90,90,0,2.9000000000000004,80,70,80,10,14.000000000000004
48201,Texas,TX,Harris,within_state,partial,62.5,47.5,75,27.5,Moderate,Low,Moderate,FALSE,55,47.5,70,22.5,70,47.5,80,32.5,60,50,70,20,6.100000000000001,80,80,80,0,3.5,30,10,80,70,7.5,50,50,50,0,4,60,50,80,30,6,90,40,100,60,6.699999999999999,30,30,40,10,3.200000000000001,100,70,100,30,8
48203,Texas,TX,Harrison,within_state,partial,61.25,62.5,56.25,6.25,Moderate,Moderate,Moderate,TRUE,65,65,60,5,57.5,60,52.5,7.5,80,80,70,10,8.899999999999999,60,60,60,0,4.299999999999999,70,70,60,10,14.299999999999997,50,50,50,0,4.199999999999999,30,40,30,10,8.300000000000004,90,90,80,10,9.100000000000001,60,60,60,0,3.5,50,50,40,10,16.199999999999996
48205,Texas,TX,Hartley,within_state,partial,95,81.25,95,13.75,High,High,High,TRUE,97.5,77.5,97.5,20,92.5,85,92.5,7.5,100,90,100,10,3.6999999999999993,100,90,100,10,1.9000000000000004,100,50,100,50,6.399999999999999,90,80,90,10,1.9000000000000004,90,100,90,10,8.299999999999997,90,100,80,20,9.5,90,80,100,20,1.5999999999999996,100,60,100,40,7.100000000000001
48207,Texas,TX,Haskell,within_state,partial,42.5,45,47.5,2.5,Low,Low,Low,TRUE,40,50,35,15,45,40,60,20,40,50,40,10,9.900000000000002,20,20,10,10,4.800000000000001,60,80,50,30,15.299999999999997,40,50,40,10,4.199999999999999,40,20,60,40,4.9999999999999964,40,10,90,80,5.399999999999999,50,60,50,10,3.5,50,70,40,30,17.400000000000002
48209,Texas,TX,Hays,within_state,partial,81.25,81.25,86.25,5,High,High,High,TRUE,90,90,90,0,72.5,72.5,82.5,10,90,90,90,0,7.5,90,90,90,0,3.5999999999999996,100,100,100,0,11.200000000000003,80,80,80,0,3.1000000000000014,80,80,90,10,7.399999999999999,30,30,60,30,8.399999999999999,80,90,80,10,3.200000000000001,100,90,100,10,12.300000000000004
48211,Texas,TX,Hemphill,within_state,partial,86.25,88.75,80,8.75,High,High,High,TRUE,80,82.5,72.5,10,92.5,95,87.5,7.5,80,90,80,10,8.8,70,70,60,10,4.299999999999999,90,90,70,20,14.700000000000003,80,80,80,0,3.5000000000000018,100,100,100,0,8.2,90,100,80,20,9.499999999999996,90,90,90,0,3.1999999999999993,90,90,80,10,16.5
48213,Texas,TX,Henderson,within_state,partial,65,71.25,62.5,8.75,Moderate,Moderate,Moderate,TRUE,67.5,72.5,65,7.5,62.5,70,60,10,80,80,80,0,8.8,50,60,50,10,4.5,80,90,70,20,14.5,60,60,60,0,4,40,50,40,10,8.5,50,60,50,10,9.499999999999996,80,80,80,0,3.1999999999999993,80,90,70,20,16.300000000000004
48215,Texas,TX,Hidalgo,within_state,partial,22.5,17.5,31.25,13.75,Low,Low,Low,TRUE,27.5,22.5,40,17.5,17.5,12.5,22.5,10,10,10,10,0,7.600000000000001,60,60,60,0,4,30,10,80,70,8.800000000000004,10,10,10,0,5.100000000000001,40,20,50,30,6.200000000000003,10,10,20,10,6.699999999999999,10,10,10,0,3.8999999999999986,10,10,10,0,9.799999999999997
48217,Texas,TX,Hill,within_state,partial,56.25,58.75,53.75,5,Moderate,Moderate,Moderate,TRUE,45,47.5,42.5,5,67.5,70,65,5,70,70,60,10,8.7,40,40,40,0,4.399999999999999,10,20,10,10,14.399999999999999,60,60,60,0,3.8999999999999986,60,70,60,10,8.3,70,70,60,10,9.399999999999999,60,60,60,0,3.3000000000000007,80,80,80,0,15.600000000000001
48219,Texas,TX,Hockley,within_state,partial,45,50,43.75,6.25,Low,Moderate,Low,FALSE,42.5,47.5,42.5,5,47.5,52.5,45,7.5,40,40,40,0,9.599999999999998,80,80,80,0,4.1,20,30,20,10,15,30,40,30,10,4.600000000000001,60,60,60,0,8.3,60,70,60,10,9.600000000000001,40,40,40,0,3.700000000000001,30,40,20,20,16.9
48221,Texas,TX,Hood,within_state,partial,98.75,98.75,97.5,1.25,High,High,High,TRUE,97.5,97.5,97.5,0,100,100,97.5,2.5,100,100,100,0,6.5,100,100,100,0,3.3000000000000007,100,100,100,0,10.600000000000001,90,90,90,0,3,100,100,100,0,7.4999999999999964,100,100,90,10,9.199999999999996,100,100,100,0,2.5999999999999996,100,100,100,0,11.299999999999997
48223,Texas,TX,Hopkins,within_state,partial,73.75,80,63.75,16.25,Moderate,High,Moderate,FALSE,75,80,65,15,72.5,80,62.5,17.5,80,90,80,10,9.5,60,60,50,10,4.800000000000001,80,90,60,30,15.600000000000001,80,80,70,10,3.8999999999999986,50,60,50,10,8.400000000000002,80,80,60,20,9.7,80,90,80,10,3.5,80,90,60,30,17.6
48225,Texas,TX,Houston,within_state,partial,36.25,40,33.75,6.25,Low,Low,Low,TRUE,30,32.5,27.5,5,42.5,47.5,40,7.5,50,50,40,10,9.3,20,20,20,0,4.699999999999999,10,20,10,10,14.600000000000001,40,40,40,0,4.399999999999999,10,10,10,0,9.200000000000003,80,90,70,20,9.600000000000001,40,40,40,0,3.5999999999999996,40,50,40,10,16.299999999999997
48227,Texas,TX,Howard,within_state,partial,45,47.5,42.5,5,Low,Low,Low,TRUE,57.5,57.5,55,2.5,32.5,37.5,30,7.5,50,50,50,0,9.199999999999996,60,60,60,0,4.199999999999999,70,70,60,10,14.199999999999996,50,50,50,0,4.199999999999999,40,50,40,10,8.600000000000001,20,30,20,10,9.699999999999996,40,40,40,0,3.5999999999999996,30,30,20,10,16.299999999999997
48229,Texas,TX,Hudspeth,within_state,partial,11.25,13.75,12.5,1.25,Low,Low,Low,TRUE,12.5,15,12.5,2.5,10,12.5,12.5,0,10,10,10,0,10.5,10,10,10,0,5,20,30,20,10,14.400000000000006,10,10,10,0,5.899999999999999,10,10,10,0,9.399999999999999,10,10,10,0,10.300000000000004,10,10,10,0,4.5,10,20,20,0,16.299999999999997
48231,Texas,TX,Hunt,within_state,partial,53.75,56.25,53.75,2.5,Moderate,Moderate,Moderate,TRUE,65,65,62.5,2.5,42.5,47.5,45,2.5,70,70,60,10,8.799999999999997,50,50,50,0,4.4,70,70,70,0,13.5,70,70,70,0,3.799999999999997,50,60,50,10,8.600000000000001,20,30,20,10,9.399999999999999,80,80,80,0,3.0999999999999996,20,20,30,10,15.200000000000003
48233,Texas,TX,Hutchinson,within_state,partial,81.25,86.25,72.5,13.75,High,High,Moderate,FALSE,85,87.5,77.5,10,77.5,85,67.5,17.5,90,90,80,10,8.899999999999999,90,90,80,10,4.199999999999999,80,90,70,20,15.299999999999997,80,80,80,0,3.6999999999999993,80,80,70,10,8.300000000000004,70,80,60,20,9.700000000000003,80,90,80,10,3.3000000000000007,80,90,60,30,17.200000000000003
48235,Texas,TX,Irion,within_state,partial,88.75,77.5,87.5,10,High,Moderate,High,FALSE,92.5,77.5,95,17.5,85,77.5,80,2.5,90,90,100,10,5,90,80,90,10,2.5,90,40,90,50,8.700000000000003,100,100,100,0,2,80,80,70,10,8.7,80,80,50,30,9.800000000000004,90,80,100,20,1.8999999999999986,90,70,100,30,9.600000000000001
48237,Texas,TX,Jack,within_state,partial,56.25,60,51.25,8.75,Moderate,Moderate,Moderate,TRUE,60,62.5,55,7.5,52.5,57.5,47.5,10,70,70,60,10,9.100000000000001,40,40,40,0,4.5,70,80,60,20,14.8,60,60,60,0,3.900000000000002,30,30,30,0,8.600000000000001,40,40,30,10,9.699999999999996,70,80,70,10,3.3000000000000007,70,80,60,20,16.6
48239,Texas,TX,Jackson,within_state,partial,51.25,55,42.5,12.5,Moderate,Moderate,Low,FALSE,47.5,50,40,10,55,60,45,15,50,50,40,10,9.400000000000002,40,50,40,10,4.4,50,50,30,20,15,50,50,50,0,3.8000000000000007,70,70,60,10,8.399999999999999,50,60,30,30,9.8,50,50,50,0,3.5,50,60,40,20,16.9
48241,Texas,TX,Jasper,within_state,partial,26.25,28.75,22.5,6.25,Low,Low,Low,TRUE,22.5,25,20,5,30,32.5,25,7.5,40,40,30,10,9.899999999999999,10,10,10,0,5.400000000000002,10,20,10,10,15,30,30,30,0,4.800000000000001,10,10,10,0,9,20,30,10,20,9.8,50,50,50,0,3.5999999999999996,40,40,30,10,16.699999999999996
48243,Texas,TX,Jeff Davis,within_state,partial,45,48.75,55,6.25,Low,Low,Moderate,FALSE,50,60,50,10,40,37.5,60,22.5,50,60,50,10,9.8,40,50,50,0,4.299999999999999,60,80,50,30,15.3,50,50,50,0,4,40,20,70,50,4.200000000000003,30,10,90,80,4.799999999999997,40,50,40,10,3.799999999999999,50,70,40,30,17.4
48245,Texas,TX,Jefferson,within_state,partial,40,31.25,50,18.75,Low,Low,Moderate,FALSE,30,25,42.5,17.5,50,37.5,57.5,20,20,20,30,10,7.5,30,30,30,0,4.099999999999998,30,10,70,60,9.600000000000001,40,40,40,0,4.199999999999999,10,10,20,10,6.5,100,80,100,20,7.100000000000001,20,20,20,0,3.3999999999999986,70,40,90,50,10.100000000000001
48247,Texas,TX,Jim Hogg,within_state,partial,20,15,40,25,Low,Low,Low,TRUE,27.5,20,42.5,22.5,12.5,10,37.5,27.5,10,10,10,0,5.899999999999999,60,50,70,20,2.6000000000000014,30,10,80,70,8,10,10,10,0,3.6000000000000014,20,10,50,40,4.399999999999999,10,10,60,50,5,10,10,10,0,2.8000000000000007,10,10,30,20,9.199999999999996
48249,Texas,TX,Jim Wells,within_state,partial,28.75,32.5,23.75,8.75,Low,Low,Low,TRUE,30,32.5,25,7.5,27.5,32.5,22.5,10,20,20,10,10,10.5,70,70,70,0,4.199999999999999,20,30,10,20,15.100000000000001,10,10,10,0,5.400000000000002,60,60,50,10,8.5,20,30,10,20,9.900000000000002,10,10,10,0,4.200000000000001,20,30,20,10,17.1
48251,Texas,TX,Johnson,within_state,partial,60,55,68.75,13.75,Moderate,Moderate,Moderate,TRUE,52.5,47.5,62.5,15,67.5,62.5,75,12.5,40,40,50,10,7.399999999999999,50,50,50,0,4.200000000000001,30,10,60,50,9.899999999999999,90,90,90,0,3.0999999999999996,90,90,80,10,7.9999999999999964,80,70,80,10,8.899999999999999,80,80,80,0,3,20,10,60,50,10.700000000000003
48253,Texas,TX,Jones,within_state,partial,27.5,32.5,22.5,10,Low,Low,Low,TRUE,20,22.5,17.5,5,35,42.5,27.5,15,30,30,30,0,9.899999999999999,10,10,10,0,5.100000000000001,20,30,10,20,15.200000000000003,20,20,20,0,4.699999999999999,20,30,20,10,8.899999999999999,60,70,50,20,9.600000000000001,40,40,30,10,3.799999999999999,20,30,10,20,17.299999999999997
48255,Texas,TX,Karnes,within_state,partial,32.5,36.25,27.5,8.75,Low,Low,Low,TRUE,37.5,40,35,5,27.5,32.5,20,12.5,30,30,30,0,10,60,60,60,0,4.300000000000001,40,50,30,20,15.299999999999997,20,20,20,0,4.800000000000001,20,20,20,0,8.600000000000001,20,30,10,20,9.7,30,30,20,10,3.900000000000002,40,50,30,20,17.5
48257,Texas,TX,Kaufman,within_state,partial,67.5,66.25,67.5,1.25,Moderate,Moderate,Moderate,TRUE,55,52.5,57.5,5,80,80,77.5,2.5,50,50,50,0,8.600000000000001,70,70,70,0,4.100000000000001,30,20,40,20,12.899999999999999,70,70,70,0,3.8000000000000007,70,80,70,10,8,100,100,90,10,9.199999999999996,70,70,70,0,3.299999999999999,80,70,80,10,14.000000000000004
48259,Texas,TX,Kendall,within_state,partial,100,100,97.5,2.5,High,High,High,TRUE,100,100,100,0,100,100,95,5,100,100,100,0,7.299999999999999,100,100,100,0,3,100,100,100,0,14,100,100,100,0,2.1999999999999993,100,100,100,0,7.699999999999999,100,100,80,20,9.400000000000002,100,100,100,0,3,100,100,100,0,15.5
48261,Texas,TX,Kenedy,within_state,partial,11.25,15,15,0,Low,Low,Low,TRUE,10,10,17.5,7.5,12.5,20,12.5,7.5,10,10,10,0,7.100000000000001,10,10,10,0,4.299999999999997,10,10,40,30,9.100000000000001,10,10,10,0,4.399999999999999,20,30,20,10,9,10,30,10,20,9.8,10,10,10,0,3.3999999999999986,10,10,10,0,10.300000000000004
48263,Texas,TX,Kent,within_state,partial,97.5,83.75,92.5,8.75,High,High,High,TRUE,95,95,90,5,100,72.5,95,22.5,100,100,90,10,8.100000000000001,90,90,90,0,3.900000000000002,90,90,80,10,14.599999999999998,100,100,100,0,2.9000000000000004,100,70,100,30,3.8000000000000007,100,20,100,80,4.299999999999997,100,100,90,10,3,100,100,90,10,16.1
48265,Texas,TX,Kerr,within_state,partial,77.5,80,75,5,Moderate,High,Moderate,FALSE,75,80,75,5,80,80,75,5,70,70,70,0,8.8,80,80,80,0,4,70,80,70,10,14.199999999999996,80,90,80,10,3.599999999999998,90,90,90,0,8.100000000000001,50,50,40,10,9.600000000000001,80,80,80,0,3.0999999999999996,100,100,90,10,15.299999999999997
48267,Texas,TX,Kimble,within_state,partial,65,61.25,68.75,7.5,Moderate,Moderate,Moderate,TRUE,60,67.5,57.5,10,70,55,80,25,50,60,50,10,9.299999999999997,40,50,40,10,4.4,80,90,70,20,14.599999999999998,70,70,70,0,3.6999999999999993,70,50,90,40,4.799999999999997,60,20,100,80,5.199999999999999,70,70,60,10,3.3999999999999986,80,80,70,10,16.5
48269,Texas,TX,King,within_state,partial,25,18.75,36.25,17.5,Low,Low,Low,TRUE,25,17.5,40,22.5,25,20,32.5,12.5,20,20,30,10,5.600000000000001,10,10,10,0,3.099999999999998,40,10,80,70,8.5,30,30,40,10,2.8000000000000007,10,20,10,10,8.899999999999999,20,30,10,20,10,30,20,40,20,2.200000000000001,40,10,70,60,9.700000000000003
48271,Texas,TX,Kinney,within_state,partial,42.5,43.75,50,6.25,Low,Low,Moderate,FALSE,55,60,50,10,30,27.5,50,22.5,40,40,40,0,9.799999999999997,90,90,90,0,3.9000000000000004,40,60,30,30,15.299999999999997,50,50,40,10,4.400000000000002,40,20,70,50,5.199999999999999,30,10,90,80,6,20,30,20,10,3.9000000000000004,30,50,20,30,17.5
48273,Texas,TX,Kleberg,within_state,partial,38.75,45,35,10,Low,Low,Low,TRUE,50,52.5,47.5,5,27.5,37.5,22.5,15,30,30,30,0,9.799999999999997,90,90,90,0,3.799999999999999,60,70,50,20,14.899999999999999,20,20,20,0,5,40,50,30,20,9.099999999999998,20,40,20,20,9.999999999999996,20,20,20,0,4,30,40,20,20,17.1
48275,Texas,TX,Knox,within_state,partial,50,40,57.5,17.5,Moderate,Low,Moderate,FALSE,50,37.5,62.5,25,50,42.5,52.5,10,50,40,60,20,6.5,60,50,70,20,3.1000000000000014,50,20,80,60,10.100000000000001,40,40,40,0,3.3999999999999986,50,50,40,10,8.400000000000002,50,60,50,10,9.599999999999998,50,40,50,10,2.6000000000000014,50,20,70,50,11.400000000000006
48277,Texas,TX,Lamar,within_state,partial,53.75,62.5,56.25,6.25,Moderate,Moderate,Moderate,TRUE,47.5,57.5,55,2.5,60,67.5,57.5,10,60,70,70,0,8.5,20,30,30,0,4.5,50,60,60,0,13.600000000000001,60,70,60,10,4.099999999999998,20,30,20,10,8.700000000000003,80,90,70,20,9.699999999999996,70,70,70,0,3.200000000000001,70,80,70,10,15.300000000000004
48279,Texas,TX,Lamb,within_state,partial,31.25,33.75,26.25,7.5,Low,Low,Low,TRUE,35,32.5,30,2.5,27.5,35,22.5,12.5,20,20,20,0,10.000000000000004,40,30,40,10,4.5,60,60,40,20,14.899999999999999,20,20,20,0,5.100000000000001,40,50,30,20,8.799999999999997,30,40,20,20,9.899999999999999,20,20,20,0,3.9000000000000004,20,30,20,10,17
48281,Texas,TX,Lampasas,within_state,partial,70,72.5,68.75,3.75,Moderate,Moderate,Moderate,TRUE,57.5,60,57.5,2.5,82.5,85,80,5,80,80,70,10,8.7,50,50,50,0,4.5,20,30,30,0,14,80,80,80,0,3.5999999999999996,80,90,80,10,8.3,100,100,90,10,9.2,80,80,80,0,3.1999999999999993,70,70,70,0,15
48283,Texas,TX,La Salle,within_state,partial,21.25,21.25,35,13.75,Low,Low,Low,TRUE,17.5,12.5,37.5,25,25,30,32.5,2.5,10,10,10,0,5.100000000000001,30,20,50,30,2.5,20,10,80,70,6.5,10,10,10,0,3.5,50,60,50,10,8.500000000000004,30,40,20,20,9.8,10,10,10,0,2.3000000000000007,10,10,50,40,7.399999999999999
48285,Texas,TX,Lavaca,within_state,partial,68.75,73.75,62.5,11.25,Moderate,Moderate,Moderate,TRUE,70,72.5,65,7.5,67.5,75,60,15,80,80,70,10,8.900000000000002,40,40,40,0,4.4,80,90,70,20,14.599999999999998,80,80,80,0,3.6000000000000014,60,60,50,10,8.600000000000001,50,60,40,20,9.7,80,90,80,10,3.200000000000001,80,90,70,20,16.6
48287,Texas,TX,Lee,within_state,partial,53.75,56.25,47.5,8.75,Moderate,Moderate,Low,FALSE,50,52.5,47.5,5,57.5,60,47.5,12.5,60,60,60,0,9.099999999999998,40,40,40,0,4.4,40,50,30,20,15,60,60,60,0,4,40,40,40,0,8.400000000000002,60,70,50,20,9.600000000000001,60,60,50,10,3.5,70,70,50,20,16.699999999999996
48289,Texas,TX,Leon,within_state,partial,52.5,51.25,51.25,0,Moderate,Moderate,Moderate,TRUE,45,47.5,42.5,5,60,55,60,5,50,50,50,0,9.3,10,10,10,0,4.799999999999997,70,80,60,20,14.699999999999996,50,50,50,0,4.199999999999999,40,30,40,10,7.4999999999999964,50,40,60,20,8.7,70,70,70,0,3.299999999999999,80,80,70,10,16.4
48291,Texas,TX,Liberty,within_state,partial,35,40,33.75,6.25,Low,Low,Low,TRUE,35,37.5,32.5,5,35,42.5,35,7.5,30,30,20,10,9.8,10,10,10,0,4.899999999999999,50,60,50,10,14.299999999999997,50,50,50,0,4.400000000000002,30,40,30,10,8.600000000000001,20,40,20,20,9.5,40,40,40,0,3.700000000000001,50,50,50,0,16
48293,Texas,TX,Limestone,within_state,partial,30,35,26.25,8.75,Low,Low,Low,TRUE,25,27.5,22.5,5,35,42.5,30,12.5,30,30,20,10,9.700000000000003,10,10,10,0,4.800000000000001,30,40,30,10,14.799999999999997,30,30,30,0,4.899999999999999,10,20,10,10,9,60,70,40,30,9.899999999999999,30,30,30,0,3.6000000000000014,40,50,40,10,16.7
48295,Texas,TX,Lipscomb,within_state,partial,72.5,57.5,82.5,25,Moderate,Moderate,High,FALSE,70,50,85,35,75,65,80,15,60,50,80,30,4.800000000000001,60,40,70,30,2.4000000000000004,80,30,100,70,7.699999999999996,80,80,90,10,2.200000000000001,90,90,90,0,8.299999999999997,80,90,70,20,9.700000000000003,60,50,70,20,2,70,30,90,60,8.600000000000001
48297,Texas,TX,Live Oak,within_state,partial,32.5,37.5,28.75,8.75,Low,Low,Low,TRUE,35,37.5,32.5,5,30,37.5,25,12.5,40,40,40,0,9.400000000000002,50,50,40,10,4.5,30,40,30,10,14.600000000000001,20,20,20,0,5.300000000000001,30,30,20,10,9.000000000000004,30,40,20,20,9.700000000000003,30,40,30,10,3.700000000000001,30,40,30,10,16.5
48299,Texas,TX,Llano,within_state,partial,86.25,88.75,85,3.75,High,High,High,TRUE,80,82.5,80,2.5,92.5,95,90,5,90,90,90,0,8.600000000000001,60,60,60,0,4.200000000000001,80,90,80,10,14.5,90,90,90,0,3.0999999999999996,100,100,100,0,7.699999999999999,100,100,100,0,9.100000000000001,100,100,100,0,2.9000000000000004,70,80,60,20,16.599999999999998
48301,Texas,TX,Loving,within_state,partial,98.75,100,97.5,2.5,High,High,High,TRUE,97.5,100,95,5,100,100,100,0,100,100,100,0,7.199999999999999,90,100,90,10,4,100,100,90,10,14,100,100,100,0,2.9000000000000004,100,100,100,0,7.100000000000001,100,100,100,0,8.399999999999999,100,100,100,0,2.8000000000000007,100,100,100,0,15.200000000000003
48303,Texas,TX,Lubbock,within_state,partial,68.75,55,73.75,18.75,Moderate,Moderate,Moderate,TRUE,77.5,67.5,80,12.5,60,42.5,67.5,25,70,60,80,20,6.400000000000002,80,80,80,0,3.6999999999999993,100,70,100,30,8.400000000000002,60,60,60,0,3.5,70,50,80,30,6.300000000000004,10,10,20,10,7.199999999999999,70,60,70,10,3,90,50,100,50,8.900000000000002
48305,Texas,TX,Lynn,within_state,partial,31.25,36.25,28.75,7.5,Low,Low,Low,TRUE,32.5,35,30,5,30,37.5,27.5,10,20,30,20,10,9.7,30,30,30,0,4.5,60,60,50,10,14.5,20,20,20,0,4.600000000000001,50,50,40,10,8.599999999999998,10,20,10,10,9.699999999999996,20,30,20,10,3.799999999999999,40,50,40,10,16.6
48307,Texas,TX,McCulloch,within_state,partial,48.75,46.25,56.25,10,Low,Low,Moderate,FALSE,42.5,47.5,37.5,10,55,45,75,30,40,40,30,10,9.8,20,20,20,0,4.600000000000001,50,60,40,20,15,60,70,60,10,3.8999999999999986,50,30,90,60,4.199999999999999,50,20,100,80,5.199999999999996,60,60,60,0,3.299999999999999,60,70,50,20,16.9
48309,Texas,TX,McLennan,within_state,partial,53.75,51.25,57.5,6.25,Moderate,Moderate,Moderate,TRUE,55,52.5,55,2.5,52.5,50,60,10,70,70,70,0,8.600000000000001,40,40,40,0,4.400000000000002,50,40,50,10,13.399999999999999,60,60,60,0,3.8999999999999986,50,50,60,10,7.600000000000001,50,40,70,30,8.599999999999998,50,50,50,0,3.6000000000000014,60,60,60,0,14.7
48311,Texas,TX,McMullen,within_state,partial,26.25,31.25,22.5,8.75,Low,Low,Low,TRUE,22.5,25,22.5,2.5,30,37.5,22.5,15,20,20,20,0,9.900000000000002,20,20,20,0,4.599999999999998,20,30,20,10,14.699999999999996,30,30,30,0,4.599999999999998,40,50,30,20,8.800000000000004,40,60,30,30,9.8,20,20,20,0,3.900000000000002,20,20,10,10,16.799999999999997
48313,Texas,TX,Madison,within_state,partial,42.5,48.75,38.75,10,Low,Low,Low,TRUE,40,47.5,37.5,10,45,50,40,10,50,60,50,10,9.399999999999999,40,40,30,10,4.600000000000001,30,50,30,20,15.100000000000001,40,40,40,0,4.5,30,30,20,10,8.999999999999996,60,70,50,20,9.700000000000003,50,50,50,0,3.5,40,50,40,10,17.099999999999998
48315,Texas,TX,Marion,within_state,partial,41.25,30,56.25,26.25,Low,Low,Moderate,FALSE,42.5,25,60,35,40,35,52.5,17.5,60,40,70,30,4.5,20,10,30,20,2.6999999999999993,40,10,90,80,6.600000000000001,50,40,50,10,2.799999999999997,10,10,10,0,9,60,80,50,30,9.8,60,40,70,30,1.8000000000000007,30,10,80,70,7.5
48317,Texas,TX,Martin,within_state,partial,61.25,67.5,57.5,10,Moderate,Moderate,Moderate,TRUE,57.5,65,55,10,65,70,60,10,40,50,40,10,9.599999999999998,60,60,60,0,4.399999999999999,70,80,50,30,15,60,70,70,0,3.6999999999999993,90,90,80,10,8.100000000000001,60,70,60,10,9.5,50,50,50,0,3.5999999999999996,60,70,50,20,17
48319,Texas,TX,Mason,within_state,partial,92.5,93.75,88.75,5,High,High,High,TRUE,87.5,90,87.5,2.5,97.5,97.5,90,7.5,90,90,90,0,8.3,80,80,80,0,3.8999999999999986,90,100,90,10,14.299999999999997,90,90,90,0,3.1999999999999993,100,100,100,0,8.699999999999996,100,100,80,20,9.8,100,100,100,0,3,90,90,80,10,16.200000000000003
48321,Texas,TX,Matagorda,within_state,partial,28.75,40,21.25,18.75,Low,Low,Low,TRUE,22.5,25,22.5,2.5,35,55,20,35,20,20,20,0,10.099999999999998,20,20,20,0,4.800000000000001,20,30,20,10,15.200000000000003,30,30,30,0,3.8999999999999986,40,60,30,30,10.299999999999997,50,90,10,80,11.600000000000001,20,30,20,10,4,30,40,20,20,17.1
48323,Texas,TX,Maverick,within_state,partial,20,23.75,17.5,6.25,Low,Low,Low,TRUE,22.5,27.5,20,7.5,17.5,20,15,5,10,10,10,0,11.100000000000001,40,40,40,0,4.6,30,50,20,30,15.699999999999996,10,10,10,0,5.700000000000003,40,40,30,10,8.400000000000002,10,20,10,10,9.7,10,10,10,0,4.800000000000001,10,10,10,0,17.900000000000006
48325,Texas,TX,Medina,within_state,partial,65,65,65,0,Moderate,Moderate,Moderate,TRUE,62.5,62.5,62.5,0,67.5,67.5,67.5,0,50,50,50,0,8.700000000000003,80,80,80,0,3.6999999999999993,80,80,80,0,13.100000000000001,40,40,40,0,4.399999999999999,90,90,90,0,7.899999999999999,90,90,80,10,9.300000000000004,50,50,50,0,3.3000000000000007,40,40,50,10,14.900000000000006
48327,Texas,TX,Menard,within_state,partial,65,48.75,71.25,22.5,Moderate,Low,Moderate,FALSE,67.5,45,77.5,32.5,62.5,52.5,65,12.5,70,50,80,30,4.600000000000001,80,70,90,20,2.3000000000000007,90,30,100,70,7.199999999999996,30,30,40,10,2.6999999999999993,70,70,60,10,8.400000000000002,50,70,30,40,10.100000000000001,60,50,80,30,1.9000000000000004,70,20,90,70,8.200000000000003
48329,Texas,TX,Midland,within_state,partial,77.5,76.25,76.25,0,Moderate,Moderate,Moderate,TRUE,77.5,80,77.5,2.5,77.5,72.5,75,2.5,80,80,80,0,8.200000000000003,100,100,100,0,3.3000000000000007,60,60,60,0,13.399999999999999,70,80,70,10,3.799999999999997,90,90,90,0,8.099999999999998,70,60,70,10,9.099999999999998,80,80,70,10,3.1999999999999993,70,60,70,10,15.000000000000004
48331,Texas,TX,Milam,within_state,partial,67.5,73.75,60,13.75,Moderate,Moderate,Moderate,TRUE,70,75,62.5,12.5,65,72.5,57.5,15,60,70,60,10,9,80,80,70,10,4.200000000000001,70,80,60,20,14.600000000000001,70,70,60,10,4,50,60,40,20,8.799999999999997,60,80,50,30,9.800000000000004,70,70,70,0,3.200000000000001,80,80,70,10,16.200000000000003
48333,Texas,TX,Mills,within_state,partial,90,81.25,90,8.75,High,High,High,TRUE,87.5,90,85,5,92.5,72.5,95,22.5,90,90,90,0,8.400000000000002,70,70,60,10,4.199999999999999,90,100,90,10,14.299999999999997,100,100,100,0,2.9000000000000004,90,70,100,30,4.199999999999999,90,20,100,80,4.899999999999999,90,100,90,10,3,100,100,90,10,15.700000000000003
48335,Texas,TX,Mitchell,within_state,partial,26.25,28.75,37.5,8.75,Low,Low,Low,TRUE,25,32.5,25,7.5,27.5,25,50,25,30,30,30,0,10,20,20,20,0,4.800000000000001,20,40,20,20,15,30,40,30,10,4.700000000000003,30,10,50,40,4.199999999999996,20,10,90,80,4.699999999999999,30,30,30,0,3.6999999999999993,30,50,30,20,17.1
