CountyFIPS,StateDesc,StateAbbr,CountyName,scoring_referent,stroke_belt,cle8_point,cle8_lower,cle8_upper,cle8_range,cvh_cat_point,cvh_cat_lower,cvh_cat_upper,cvh_cat_stable,behavior_point,behavior_lower,behavior_upper,behavior_range,factor_point,factor_lower,factor_upper,factor_range,lpa_point,lpa_lower,lpa_upper,lpa_range,lpa_ci_width_pp,smoking_point,smoking_lower,smoking_upper,smoking_range,smoking_ci_width_pp,sleep_point,sleep_lower,sleep_upper,sleep_range,sleep_ci_width_pp,diet_point,diet_lower,diet_upper,diet_range,diet_ci_width_pp,bp_point,bp_lower,bp_upper,bp_range,bp_ci_width_pp,chol_point,chol_lower,chol_upper,chol_range,chol_ci_width_pp,glucose_point,glucose_lower,glucose_upper,glucose_range,glucose_ci_width_pp,obesity_point,obesity_lower,obesity_upper,obesity_range,obesity_ci_width_pp
48337,Texas,TX,Montague,within_state,partial,80,85,73.75,11.25,High,High,Moderate,FALSE,77.5,82.5,72.5,10,82.5,87.5,75,12.5,80,90,80,10,8.8,70,70,70,0,4.100000000000001,70,80,50,30,15,90,90,90,0,3.400000000000002,80,80,70,10,8.5,80,90,70,20,9.600000000000001,90,90,90,0,3,80,90,70,20,16.7
48339,Texas,TX,Montgomery,within_state,partial,87.5,75,92.5,17.5,High,Moderate,High,FALSE,80,65,90,25,95,85,95,10,80,70,90,20,6.199999999999999,70,70,80,10,3.6000000000000014,70,20,90,70,8.299999999999997,100,100,100,0,2.9000000000000004,100,100,100,0,7.5,100,90,90,0,8.799999999999997,90,90,90,0,2.700000000000001,90,60,100,40,8.799999999999997
48341,Texas,TX,Moore,within_state,partial,37.5,40,31.25,8.75,Low,Low,Low,TRUE,32.5,35,27.5,7.5,42.5,45,35,10,20,20,10,10,10.100000000000001,20,20,20,0,4.699999999999999,60,70,50,20,14.899999999999999,30,30,30,0,4.800000000000001,60,60,50,10,8.5,30,30,20,10,9.7,20,20,20,0,4,60,70,50,20,16.599999999999998
48343,Texas,TX,Morris,within_state,partial,51.25,56.25,45,11.25,Moderate,Moderate,Low,FALSE,50,55,45,10,52.5,57.5,45,12.5,60,60,50,10,10,30,30,30,0,5.100000000000001,40,60,30,30,16,70,70,70,0,3.8000000000000007,20,20,20,0,8.5,90,90,70,20,9.7,60,60,60,0,3.6999999999999993,40,60,30,30,18.099999999999998
48345,Texas,TX,Motley,within_state,partial,81.25,53.75,93.75,40,High,Moderate,High,FALSE,82.5,60,87.5,27.5,80,47.5,100,52.5,90,80,90,10,4.699999999999999,70,60,80,20,2.5,90,30,100,70,7.899999999999999,80,70,80,10,2.3000000000000007,70,40,100,60,4,70,20,100,80,4.600000000000001,90,80,100,20,1.8000000000000007,90,50,100,50,8.799999999999997
48347,Texas,TX,Nacogdoches,within_state,partial,57.5,56.25,52.5,3.75,Moderate,Moderate,Moderate,TRUE,65,62.5,60,2.5,50,50,45,5,70,70,70,0,8.7,70,70,60,10,4.199999999999999,70,60,60,0,14,50,50,50,0,3.8999999999999986,20,20,20,0,8.599999999999998,90,90,80,10,9.200000000000003,50,50,50,0,3.5,40,40,30,10,16.1
48349,Texas,TX,Navarro,within_state,partial,36.25,40,31.25,8.75,Low,Low,Low,TRUE,42.5,45,35,10,30,35,27.5,7.5,50,50,40,10,9.5,50,50,40,10,4.5,30,40,20,20,15.200000000000003,40,40,40,0,4.400000000000002,20,20,20,0,8.5,40,50,30,20,9.700000000000003,40,40,40,0,3.5,20,30,20,10,17.200000000000003
48351,Texas,TX,Newton,within_state,partial,17.5,20,17.5,2.5,Low,Low,Low,TRUE,15,15,15,0,20,25,20,5,20,20,20,0,10.099999999999998,10,10,10,0,5.599999999999998,10,10,10,0,15,20,20,20,0,4.899999999999999,10,10,10,0,8.799999999999997,10,20,20,0,9.5,40,40,30,10,3.5999999999999996,20,30,20,10,16.6
48353,Texas,TX,Nolan,within_state,partial,27.5,32.5,23.75,8.75,Low,Low,Low,TRUE,25,30,22.5,7.5,30,35,25,10,20,30,20,10,10,30,30,30,0,4.5,30,40,20,20,15.100000000000001,20,20,20,0,4.899999999999999,40,40,30,10,8.299999999999997,30,30,20,10,9.399999999999999,30,30,30,0,3.700000000000001,20,40,20,20,17.1
48355,Texas,TX,Nueces,within_state,partial,42.5,32.5,53.75,21.25,Low,Low,Moderate,FALSE,45,37.5,55,17.5,40,27.5,52.5,25,20,20,30,10,8,70,70,70,0,4.100000000000001,50,20,80,60,9.899999999999999,40,40,40,0,4.099999999999998,60,50,70,20,6.200000000000003,70,30,90,60,7,20,20,20,0,3.6999999999999993,10,10,30,20,10.699999999999996
48357,Texas,TX,Ochiltree,within_state,partial,58.75,43.75,66.25,22.5,Moderate,Low,Moderate,FALSE,62.5,40,70,30,55,47.5,62.5,15,50,30,60,30,5.699999999999999,80,70,90,20,2.5999999999999996,80,30,90,60,8.5,40,30,40,10,3.200000000000003,70,60,70,10,7.300000000000001,50,60,40,20,9.8,40,40,50,10,2.3000000000000007,60,30,90,60,9.600000000000001
48359,Texas,TX,Oldham,within_state,partial,83.75,85,76.25,8.75,High,High,Moderate,FALSE,80,82.5,72.5,10,87.5,87.5,80,7.5,80,90,80,10,8.8,70,70,60,10,4.400000000000002,90,90,70,20,14.899999999999999,80,80,80,0,3.6000000000000014,90,90,90,0,8,90,90,70,20,9.600000000000001,80,80,80,0,3.200000000000001,90,90,80,10,16.7
48361,Texas,TX,Orange,within_state,partial,47.5,47.5,55,7.5,Low,Low,Moderate,FALSE,47.5,50,52.5,2.5,47.5,45,57.5,12.5,60,60,70,10,8.300000000000004,40,40,30,10,4.600000000000001,10,20,30,10,12.400000000000006,80,80,80,0,3.4999999999999982,70,60,70,10,7.400000000000002,20,20,40,20,8.3,80,80,80,0,3.299999999999999,20,20,40,20,13.399999999999999
48363,Texas,TX,Palo Pinto,within_state,partial,61.25,58.75,57.5,1.25,Moderate,Moderate,Moderate,TRUE,52.5,52.5,55,2.5,70,65,60,5,70,70,70,0,8.799999999999997,30,30,40,10,4.399999999999999,50,50,50,0,14,60,60,60,0,2.8999999999999986,50,40,40,0,8.600000000000001,60,50,40,10,9.5,80,80,80,0,3.1000000000000014,90,90,80,10,15.100000000000001
48365,Texas,TX,Panola,within_state,partial,52.5,60,52.5,7.5,Moderate,Moderate,Moderate,TRUE,45,55,45,10,60,65,60,5,70,80,70,10,9.300000000000004,20,30,20,10,4.800000000000001,20,40,20,20,15.200000000000003,70,70,70,0,3.8000000000000007,30,40,30,10,9,70,70,80,10,8.700000000000003,70,70,70,0,3.4000000000000004,70,80,60,20,16.799999999999997
48367,Texas,TX,Parker,within_state,partial,88.75,80,88.75,8.75,High,High,High,TRUE,95,85,97.5,12.5,82.5,75,80,5,100,100,100,0,6.5,100,100,100,0,3.3999999999999986,80,40,90,50,9.899999999999999,100,100,100,0,2.5999999999999996,100,100,90,10,7.900000000000002,40,40,40,0,9.299999999999997,100,100,100,0,2.700000000000001,90,60,90,30,10.600000000000001
48369,Texas,TX,Parmer,within_state,partial,47.5,53.75,45,8.75,Low,Moderate,Low,FALSE,50,52.5,47.5,5,45,55,42.5,12.5,30,30,30,0,9.899999999999999,70,70,70,0,4.299999999999999,80,90,70,20,14.799999999999997,20,20,20,0,4.699999999999999,70,80,70,10,8.599999999999998,30,50,30,20,9.700000000000003,30,30,30,0,3.9000000000000004,50,60,40,20,16.900000000000002
48371,Texas,TX,Pecos,within_state,partial,31.25,35,27.5,7.5,Low,Low,Low,TRUE,40,42.5,35,7.5,22.5,27.5,20,7.5,20,20,20,0,10.200000000000003,80,80,80,0,4.100000000000001,40,50,20,30,15.5,20,20,20,0,4.800000000000001,30,30,30,0,8.799999999999997,20,30,20,10,9.700000000000003,20,20,20,0,4,20,30,10,20,17.799999999999997
48373,Texas,TX,Polk,within_state,partial,42.5,33.75,51.25,17.5,Low,Low,Moderate,FALSE,42.5,32.5,50,17.5,42.5,35,52.5,17.5,50,40,50,10,6.800000000000001,20,20,20,0,4.300000000000001,50,20,80,60,9,50,50,50,0,3.8000000000000007,30,40,30,10,8.5,60,60,60,0,9.3,40,30,40,10,3.200000000000001,40,10,80,70,9.5
48375,Texas,TX,Potter,within_state,partial,25,26.25,21.25,5,Low,Low,Low,TRUE,20,20,17.5,2.5,30,32.5,25,7.5,20,20,20,0,9.699999999999996,20,10,10,0,4.799999999999997,20,30,20,10,14.299999999999997,20,20,20,0,5,20,20,10,10,8.700000000000003,10,20,10,10,9.800000000000004,20,20,20,0,3.8000000000000007,70,70,60,10,15.600000000000001
48377,Texas,TX,Presidio,within_state,partial,12.5,16.25,11.25,5,Low,Low,Low,TRUE,15,20,12.5,7.5,10,12.5,10,2.5,10,10,10,0,10.600000000000001,20,20,10,10,4.900000000000002,20,40,20,20,14.899999999999999,10,10,10,0,5.399999999999999,10,10,10,0,8.899999999999999,10,10,10,0,10,10,10,10,0,4.600000000000001,10,20,10,10,17.200000000000003
48379,Texas,TX,Rains,within_state,partial,78.75,80,71.25,8.75,Moderate,High,Moderate,FALSE,77.5,80,72.5,7.5,80,80,70,10,90,90,90,0,8.399999999999999,50,60,50,10,4.399999999999999,70,70,50,20,14.800000000000004,100,100,100,0,3,80,80,70,10,8.2,70,70,60,10,9.299999999999997,90,90,90,0,2.9000000000000004,80,80,60,20,16.499999999999996
48381,Texas,TX,Randall,within_state,partial,93.75,93.75,91.25,2.5,High,High,High,TRUE,97.5,97.5,95,2.5,90,90,87.5,2.5,100,100,100,0,7.700000000000003,90,90,90,0,3.6999999999999993,100,100,90,10,13.100000000000001,100,100,100,0,2.6999999999999993,90,90,90,0,8.099999999999998,70,70,60,10,9.299999999999997,100,100,100,0,2.9000000000000004,100,100,100,0,14.199999999999996
48383,Texas,TX,Reagan,within_state,partial,61.25,70,52.5,17.5,Moderate,Moderate,Moderate,TRUE,60,70,52.5,17.5,62.5,70,52.5,17.5,40,50,40,10,10.2,90,100,90,10,3.9000000000000004,50,70,30,40,15.899999999999999,60,60,50,10,4.300000000000001,90,90,80,10,8.399999999999999,80,80,60,20,9.599999999999998,30,40,30,10,4,50,70,40,30,17.900000000000002
48385,Texas,TX,Real,within_state,partial,30,31.25,36.25,5,Low,Low,Low,TRUE,32.5,37.5,30,7.5,27.5,25,42.5,17.5,30,40,30,10,9.7,20,20,20,0,4.699999999999999,50,60,40,20,15.100000000000001,30,30,30,0,5.099999999999998,20,10,40,30,5.5,20,10,80,70,6.100000000000001,40,40,30,10,3.6999999999999993,30,40,20,20,17.200000000000003
48387,Texas,TX,Red River,within_state,partial,36.25,42.5,33.75,8.75,Low,Low,Low,TRUE,32.5,35,32.5,2.5,40,50,35,15,50,50,50,0,9.600000000000001,10,10,10,0,5.099999999999998,20,30,20,10,15.100000000000001,50,50,50,0,4,10,20,10,10,8.899999999999999,50,60,40,20,9.8,50,60,50,10,3.5,50,60,40,20,16.9
48389,Texas,TX,Reeves,within_state,partial,20,18.75,27.5,8.75,Low,Low,Low,TRUE,22.5,25,20,5,17.5,12.5,35,22.5,10,10,10,0,10.099999999999994,40,40,40,0,4.399999999999999,30,40,20,20,15.099999999999994,10,10,10,0,4.900000000000002,30,10,50,40,4.400000000000006,10,10,70,60,4.899999999999999,10,10,10,0,4.4,20,20,10,10,17.4
48391,Texas,TX,Refugio,within_state,partial,42.5,47.5,38.75,8.75,Low,Low,Low,TRUE,47.5,52.5,45,7.5,37.5,42.5,32.5,10,30,40,30,10,9.5,80,80,80,0,4.000000000000002,50,60,40,20,14.899999999999999,30,30,30,0,4.900000000000002,50,50,40,10,8.299999999999997,30,40,30,10,9.499999999999996,30,30,30,0,3.799999999999999,40,50,30,20,17
48393,Texas,TX,Roberts,within_state,partial,92.5,81.25,88.75,7.5,High,High,High,TRUE,90,92.5,82.5,10,95,70,95,25,90,100,90,10,8.399999999999999,80,80,70,10,4.199999999999999,90,90,70,20,14.800000000000004,100,100,100,0,3.0999999999999996,100,70,100,30,4,90,20,100,80,4.399999999999999,100,100,100,0,3,90,90,80,10,16.700000000000003
48395,Texas,TX,Robertson,within_state,partial,53.75,58.75,51.25,7.5,Moderate,Moderate,Moderate,TRUE,52.5,60,50,10,55,57.5,52.5,5,60,70,60,10,9.299999999999997,60,70,60,10,4.200000000000001,30,40,20,20,14.899999999999999,60,60,60,0,4,20,20,20,0,8.8,60,60,50,10,9.600000000000001,70,70,70,0,3.4000000000000004,70,80,70,10,16.300000000000004
48397,Texas,TX,Rockwall,within_state,partial,98.75,97.5,96.25,1.25,High,High,High,TRUE,100,100,100,0,97.5,95,92.5,2.5,100,100,100,0,6.799999999999997,100,100,100,0,3.1999999999999993,100,100,100,0,12.700000000000003,100,100,100,0,2.5,100,100,90,10,8.500000000000004,90,80,80,0,9.099999999999998,100,100,100,0,2.799999999999999,100,100,100,0,13.799999999999997
48399,Texas,TX,Runnels,within_state,partial,62.5,70,58.75,11.25,Moderate,Moderate,Moderate,TRUE,62.5,70,60,10,62.5,70,57.5,12.5,60,60,60,0,9.099999999999998,70,80,70,10,4.199999999999999,50,60,40,20,14.799999999999997,70,80,70,10,3.599999999999998,60,70,60,10,8.3,60,60,50,10,9.699999999999996,60,70,60,10,3.5,70,80,60,20,16.4
48401,Texas,TX,Rusk,within_state,partial,60,65,58.75,6.25,Moderate,Moderate,Moderate,TRUE,60,65,60,5,60,65,57.5,7.5,80,80,80,0,8.600000000000001,50,60,50,10,4.199999999999999,40,50,40,10,14.399999999999999,70,70,70,0,3.8999999999999986,30,40,30,10,8.7,90,90,80,10,9.399999999999999,70,70,70,0,3.200000000000001,50,60,50,10,16.4
48403,Texas,TX,Sabine,within_state,partial,50,53.75,45,8.75,Moderate,Moderate,Low,FALSE,52.5,52.5,47.5,5,47.5,55,42.5,12.5,60,60,60,0,9.300000000000004,10,10,10,0,5.100000000000001,60,60,50,10,14.5,80,80,70,10,3.8000000000000007,20,20,20,0,8.599999999999998,30,40,20,20,9.7,70,80,70,10,3.3000000000000007,70,80,60,20,16.5
48405,Texas,TX,San Augustine,within_state,partial,18.75,26.25,17.5,8.75,Low,Low,Low,TRUE,12.5,20,12.5,7.5,25,32.5,22.5,10,20,20,20,0,10.7,10,10,10,0,5.600000000000001,10,40,10,30,16.200000000000003,10,10,10,0,4.899999999999999,10,10,10,0,9.100000000000001,50,60,40,20,9.799999999999997,30,30,30,0,3.9999999999999982,10,30,10,20,18.400000000000006
48407,Texas,TX,San Jacinto,within_state,partial,47.5,55,45,10,Low,Moderate,Low,FALSE,40,45,40,5,55,65,50,15,50,60,50,10,9.5,20,20,20,0,4.899999999999999,40,50,40,10,14.5,50,50,50,0,4.100000000000001,30,40,30,10,8.599999999999998,60,70,50,20,9.700000000000003,60,70,60,10,3.299999999999999,70,80,60,20,16.1
48409,Texas,TX,San Patricio,within_state,partial,41.25,42.5,45,2.5,Low,Low,Low,TRUE,42.5,45,47.5,2.5,40,40,42.5,2.5,30,40,40,0,8.799999999999997,80,80,80,0,4,20,20,30,10,12.700000000000003,40,40,40,0,4.5,60,60,60,0,7.899999999999999,60,60,60,0,8.999999999999996,30,30,30,0,3.599999999999998,10,10,20,10,14.399999999999999
48411,Texas,TX,San Saba,within_state,partial,50,55,47.5,7.5,Moderate,Moderate,Low,FALSE,50,55,45,10,50,55,50,5,60,60,50,10,9.299999999999997,40,50,40,10,4.5,50,60,40,20,14.799999999999997,50,50,50,0,4.300000000000001,50,50,50,0,8.099999999999998,40,40,50,10,8.900000000000002,60,70,60,10,3.3999999999999986,50,60,40,20,16.900000000000002
48413,Texas,TX,Schleicher,within_state,partial,56.25,43.75,73.75,30,Moderate,Low,Moderate,FALSE,47.5,32.5,67.5,35,65,55,80,25,30,20,50,30,5.5,60,40,70,30,2.4999999999999982,50,20,90,70,7.899999999999999,50,50,60,10,2.6000000000000014,90,90,100,10,7,80,80,90,10,8.8,40,30,50,20,2.1999999999999993,50,20,80,60,8.899999999999999
48415,Texas,TX,Scurry,within_state,partial,46.25,50,40,10,Low,Moderate,Low,FALSE,40,42.5,37.5,5,52.5,57.5,42.5,15,40,40,40,0,9.5,40,40,40,0,4.299999999999997,50,60,40,20,14.899999999999999,30,30,30,0,4.400000000000002,50,60,40,20,8.899999999999999,60,60,40,20,9.8,40,50,40,10,3.6999999999999993,60,60,50,10,16.699999999999996
48417,Texas,TX,Shackelford,within_state,partial,92.5,85,90,5,High,High,High,TRUE,95,97.5,90,7.5,90,72.5,90,17.5,100,100,100,0,8.3,90,90,80,10,4.1,90,100,80,20,15,100,100,100,0,2.6999999999999993,100,80,100,20,4.5000000000000036,90,30,100,70,5.199999999999999,100,100,100,0,3,70,80,60,20,17.1
48419,Texas,TX,Shelby,within_state,partial,25,28.75,17.5,11.25,Low,Low,Low,TRUE,22.5,25,15,10,27.5,32.5,20,12.5,30,30,20,10,10.5,10,10,10,0,5.099999999999998,30,40,10,30,15.899999999999999,20,20,20,0,4.799999999999997,10,10,10,0,9.100000000000001,30,40,20,20,9.900000000000002,40,40,30,10,3.9000000000000004,30,40,20,20,18
48421,Texas,TX,Sherman,within_state,partial,68.75,71.25,60,11.25,Moderate,Moderate,Moderate,TRUE,67.5,70,60,10,70,72.5,60,12.5,70,70,60,10,9.400000000000002,70,70,70,0,4.1,70,80,50,30,15.200000000000003,60,60,60,0,3.8000000000000007,90,90,80,10,8.3,60,60,40,20,9.799999999999997,60,60,60,0,3.3000000000000007,70,80,60,20,17.1
48423,Texas,TX,Smith,within_state,partial,55,55,56.25,1.25,Moderate,Moderate,Moderate,TRUE,62.5,62.5,60,2.5,47.5,47.5,52.5,5,80,80,70,10,8.400000000000002,60,60,50,10,4.200000000000001,40,40,50,10,13.199999999999996,70,70,70,0,3.6999999999999993,30,40,30,10,8.399999999999999,40,40,50,10,8.999999999999996,70,70,70,0,3.1999999999999993,50,40,60,20,14.5
48425,Texas,TX,Somervell,within_state,partial,97.5,98.75,95,3.75,High,High,High,TRUE,100,100,100,0,95,97.5,90,7.5,100,100,100,0,7.199999999999999,100,100,100,0,3.3000000000000007,100,100,100,0,13.499999999999996,100,100,100,0,3,100,100,90,10,8.399999999999999,80,90,70,20,9.700000000000003,100,100,100,0,2.799999999999999,100,100,100,0,14.899999999999999
48427,Texas,TX,Starr,within_state,partial,13.75,17.5,13.75,3.75,Low,Low,Low,TRUE,17.5,20,17.5,2.5,10,15,10,5,10,10,10,0,10.600000000000001,40,40,40,0,4.5,10,20,10,10,14.800000000000004,10,10,10,0,5.800000000000004,10,20,10,10,9.100000000000001,10,20,10,10,10,10,10,10,0,4.800000000000001,10,10,10,0,17.199999999999996
48429,Texas,TX,Stephens,within_state,partial,50,53.75,42.5,11.25,Moderate,Moderate,Low,FALSE,42.5,45,37.5,7.5,57.5,62.5,47.5,15,50,50,40,10,9.5,20,20,20,0,4.700000000000003,40,50,30,20,14.800000000000004,60,60,60,0,4.099999999999998,60,70,50,20,8.8,50,50,30,20,9.700000000000003,60,60,60,0,3.5,60,70,50,20,16.500000000000004
48431,Texas,TX,Sterling,within_state,partial,90,61.25,97.5,36.25,High,Moderate,High,FALSE,90,72.5,97.5,25,90,50,97.5,47.5,90,80,100,20,3.8999999999999986,90,90,100,10,2,90,30,100,70,6.5,90,90,90,0,1.8000000000000007,90,70,100,30,4.5,90,20,100,80,5.300000000000004,90,70,90,20,1.700000000000001,90,40,100,60,7.299999999999997
48433,Texas,TX,Stonewall,within_state,partial,58.75,32.5,78.75,46.25,Moderate,Low,Moderate,FALSE,52.5,35,67.5,32.5,65,30,90,60,50,40,70,30,5.100000000000001,30,20,40,20,2.799999999999997,60,20,90,70,7.800000000000004,70,60,70,10,2.3999999999999986,60,30,90,60,4.399999999999999,70,20,100,80,4.899999999999999,70,50,80,30,2,60,20,90,70,8.799999999999997
48435,Texas,TX,Sutton,within_state,partial,37.5,35,43.75,8.75,Low,Low,Low,TRUE,35,42.5,32.5,10,40,27.5,55,27.5,20,20,20,0,10.199999999999996,50,60,50,10,4.399999999999999,50,70,40,30,15.199999999999996,20,20,20,0,5.200000000000003,70,40,90,50,4.600000000000001,50,10,90,80,5.200000000000003,20,20,20,0,4,20,40,20,20,17.299999999999997
48437,Texas,TX,Swisher,within_state,partial,21.25,28.75,15,13.75,Low,Low,Low,TRUE,27.5,32.5,17.5,15,15,25,12.5,12.5,30,30,20,10,10.7,40,40,30,10,4.699999999999999,30,50,10,40,16.6,10,10,10,0,5.100000000000001,10,10,10,0,9.700000000000003,20,30,10,20,10,20,30,20,10,4.299999999999999,10,30,10,20,19.1
48439,Texas,TX,Tarrant,within_state,partial,65,50,75,25,Moderate,Moderate,Moderate,TRUE,75,62.5,82.5,20,55,37.5,67.5,30,90,80,90,10,5.800000000000001,90,90,90,0,3.299999999999999,60,20,90,70,7.600000000000001,60,60,60,0,3.5,70,50,80,30,6.0000000000000036,10,10,30,20,6.899999999999999,70,60,70,10,2.9000000000000004,70,30,90,60,8.100000000000001
48441,Texas,TX,Taylor,within_state,partial,81.25,81.25,78.75,2.5,High,High,Moderate,FALSE,82.5,82.5,82.5,0,80,80,75,5,80,80,80,0,8.299999999999997,80,80,80,0,3.900000000000002,80,80,80,0,13.600000000000001,90,90,90,0,3.1999999999999993,60,60,60,0,8.099999999999998,100,100,90,10,9.099999999999998,70,70,70,0,3.3000000000000007,90,90,80,10,14.999999999999996
48443,Texas,TX,Terrell,within_state,partial,78.75,85,76.25,8.75,Moderate,High,Moderate,FALSE,92.5,95,90,5,65,75,62.5,12.5,90,90,90,0,8.5,100,100,100,0,3.299999999999999,90,100,80,20,14.8,90,90,90,0,3.0999999999999996,50,60,50,10,8.299999999999997,30,50,40,10,9.5,90,90,80,10,3.3000000000000007,90,100,80,20,16.5
48445,Texas,TX,Terry,within_state,partial,15,22.5,13.75,8.75,Low,Low,Low,TRUE,15,22.5,15,7.5,15,22.5,12.5,10,10,20,10,10,10.599999999999998,20,20,20,0,4.900000000000002,10,30,10,20,15.299999999999997,20,20,20,0,4.799999999999997,20,20,20,0,8.799999999999997,20,30,10,20,9.900000000000002,10,20,10,10,4.199999999999999,10,20,10,10,17.300000000000004
48447,Texas,TX,Throckmorton,within_state,partial,78.75,47.5,93.75,46.25,Moderate,Low,High,FALSE,82.5,60,92.5,32.5,75,35,95,60,90,80,100,20,3.8000000000000007,80,70,90,20,2.1000000000000014,90,20,100,80,6.5,70,70,80,10,2.1999999999999993,70,30,90,60,4.299999999999997,70,20,100,80,4.800000000000001,90,70,90,20,1.6000000000000014,70,20,100,80,7.399999999999999
48449,Texas,TX,Titus,within_state,partial,31.25,35,30,5,Low,Low,Low,TRUE,32.5,35,30,5,30,35,30,5,30,30,30,0,9.8,40,40,40,0,4.399999999999999,20,30,10,20,15,40,40,40,0,4.5,30,30,30,0,8.299999999999997,20,30,20,10,9.5,30,30,30,0,3.700000000000001,40,50,40,10,16.700000000000003
48451,Texas,TX,Tom Green,within_state,partial,67.5,67.5,65,2.5,Moderate,Moderate,Moderate,TRUE,65,62.5,62.5,0,70,72.5,67.5,5,60,60,60,0,8.8,70,70,70,0,4,70,60,60,0,14,60,60,60,0,3.8999999999999986,70,70,70,0,8,80,90,80,10,9.199999999999996,50,50,50,0,3.4000000000000004,80,80,70,10,15.5
48453,Texas,TX,Travis,within_state,partial,97.5,88.75,98.75,10,High,High,High,TRUE,100,100,100,0,95,77.5,97.5,20,100,100,100,0,4.899999999999999,100,100,100,0,2.799999999999999,100,100,100,0,6.600000000000001,100,100,100,0,2.5999999999999996,100,100,100,0,4.800000000000001,90,30,100,70,5.799999999999997,90,80,90,10,2.6999999999999993,100,100,100,0,6.899999999999999
48455,Texas,TX,Trinity,within_state,partial,53.75,53.75,50,3.75,Moderate,Moderate,Moderate,TRUE,55,55,50,5,52.5,52.5,50,2.5,70,70,60,10,9,30,30,30,0,4.600000000000001,60,60,50,10,14.600000000000001,60,60,60,0,4.100000000000001,20,20,20,0,8.299999999999997,60,60,60,0,9.3,70,70,70,0,3.4000000000000004,60,60,50,10,16.3
48457,Texas,TX,Tyler,within_state,partial,43.75,48.75,37.5,11.25,Low,Low,Low,TRUE,45,47.5,40,7.5,42.5,50,35,15,60,70,60,10,9.3,20,20,20,0,4.800000000000001,60,60,40,20,15,40,40,40,0,4.599999999999998,30,30,20,10,8.899999999999999,40,50,30,20,9.700000000000003,60,70,60,10,3.5,40,50,30,20,17
48459,Texas,TX,Upshur,within_state,partial,52.5,58.75,47.5,11.25,Moderate,Moderate,Low,FALSE,47.5,52.5,45,7.5,57.5,65,50,15,60,60,60,0,9.5,10,20,10,10,5.099999999999998,60,70,50,20,14.999999999999996,60,60,60,0,4,40,50,40,10,8.7,90,90,70,20,9.600000000000001,60,70,60,10,3.5,40,50,30,20,16.9
48461,Texas,TX,Upton,within_state,partial,37.5,31.25,50,18.75,Low,Low,Moderate,FALSE,32.5,20,47.5,27.5,42.5,42.5,52.5,10,20,10,20,10,5.300000000000004,30,20,40,20,2.6000000000000014,40,10,80,70,7.5,40,40,50,10,2.6000000000000014,70,80,70,10,8.599999999999998,60,70,50,20,9.700000000000003,20,10,30,20,2.1999999999999993,20,10,60,50,8.5
48463,Texas,TX,Uvalde,within_state,partial,42.5,48.75,37.5,11.25,Low,Low,Low,TRUE,50,52.5,45,7.5,35,45,30,15,20,20,20,0,9.899999999999999,90,90,80,10,3.9000000000000004,60,70,50,20,14.899999999999999,30,30,30,0,4.699999999999999,70,70,60,10,8.500000000000004,30,50,20,30,10,20,20,20,0,3.900000000000002,20,40,20,20,17.199999999999996
48465,Texas,TX,Val Verde,within_state,partial,35,38.75,33.75,5,Low,Low,Low,TRUE,42.5,42.5,40,2.5,27.5,35,27.5,7.5,20,20,20,0,9.900000000000002,80,80,80,0,3.9999999999999982,60,60,50,10,14.599999999999994,10,10,10,0,5.299999999999997,50,60,50,10,8.299999999999997,30,40,30,10,9.600000000000001,10,10,10,0,4.199999999999999,20,30,20,10,16.800000000000004
48467,Texas,TX,Van Zandt,within_state,partial,68.75,75,63.75,11.25,Moderate,Moderate,Moderate,TRUE,67.5,75,65,10,70,75,62.5,12.5,70,80,70,10,8.8,40,50,40,10,4.5,80,90,70,20,14.400000000000002,80,80,80,0,3.5999999999999996,70,70,60,10,8.5,30,40,20,20,9.599999999999998,90,90,90,0,3.0999999999999996,90,100,80,20,16.099999999999998
48469,Texas,TX,Victoria,within_state,partial,51.25,52.5,46.25,6.25,Moderate,Moderate,Low,FALSE,52.5,52.5,45,7.5,50,52.5,47.5,5,40,40,40,0,9.399999999999999,70,70,60,10,4.200000000000001,60,60,40,20,14.600000000000001,40,40,40,0,4.5,60,60,60,0,8.3,30,40,40,0,9.399999999999999,50,50,40,10,3.6999999999999993,60,60,50,10,16.4
48471,Texas,TX,Walker,within_state,partial,28.75,32.5,27.5,5,Low,Low,Low,TRUE,30,32.5,30,2.5,27.5,32.5,25,7.5,50,50,50,0,9.5,20,20,20,0,4.799999999999997,10,20,10,10,14.899999999999999,40,40,40,0,4.400000000000002,10,10,10,0,8.899999999999999,40,50,40,10,9.5,40,40,30,10,3.799999999999999,20,30,20,10,16.6
48473,Texas,TX,Waller,within_state,partial,60,61.25,56.25,5,Moderate,Moderate,Moderate,TRUE,65,65,62.5,2.5,55,57.5,50,7.5,60,60,60,0,8.899999999999999,80,80,80,0,4.000000000000002,70,70,60,10,14.100000000000001,50,50,50,0,4.100000000000001,50,60,50,10,8.7,90,90,80,10,9.399999999999999,50,50,50,0,3.4000000000000004,30,30,20,10,16.299999999999997
