"Notes","County","County Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Autauga County, AL","01001",565,179196,315.3,289.3,341.3,13.3
,"Baldwin County, AL","01003",2348,739236,317.6,304.8,330.5,6.6
,"Barbour County, AL","01005",336,74255,452.5,404.1,500.9,24.7
,"Bibb County, AL","01007",292,66350,440.1,389.6,490.6,25.8
,"Blount County, AL","01009",735,178369,412.1,382.3,441.9,15.2
,"Bullock County, AL","01011",118,30419,387.9,317.9,457.9,35.7
,"Butler County, AL","01013",281,55916,502.5,443.8,561.3,30.0
,"Calhoun County, AL","01015",1745,348189,501.2,477.6,524.7,12.0
,"Chambers County, AL","01017",481,102708,468.3,426.5,510.2,21.4
,"Cherokee County, AL","01019",293,75964,385.7,341.5,429.9,22.5
,"Chilton County, AL","01021",608,137589,441.9,406.8,477.0,17.9
,"Choctaw County, AL","01023",226,37224,607.1,528.0,686.3,40.4
,"Clarke County, AL","01025",380,67612,562.0,505.5,618.5,28.8
,"Clay County, AL","01027",198,42499,465.9,401.0,530.8,33.1
,"Cleburne County, AL","01029",253,46088,548.9,481.3,616.6,34.5
,"Coffee County, AL","01031",608,164622,369.3,340.0,398.7,15.0
,"Colbert County, AL","01033",798,173868,459.0,427.1,490.8,16.2
,"Conecuh County, AL","01035",236,33708,700.1,610.8,789.5,45.6
,"Coosa County, AL","01037",150,30884,485.7,408.0,563.4,39.7
,"Covington County, AL","01039",607,113078,536.8,494.1,579.5,21.8
,"Crenshaw County, AL","01041",221,39209,563.6,489.3,638.0,37.9
,"Cullman County, AL","01043",1209,272177,444.2,419.2,469.2,12.8
,"Dale County, AL","01045",658,148757,442.3,408.5,476.1,17.2
,"Dallas County, AL","01047",628,110551,568.1,523.6,612.5,22.7
,"DeKalb County, AL","01049",943,216380,435.8,408.0,463.6,14.2
,"Elmore County, AL","01051",918,269308,340.9,318.8,362.9,11.3
,"Escambia County, AL","01053",589,109923,535.8,492.6,579.1,22.1
,"Etowah County, AL","01055",1449,309491,468.2,444.1,492.3,12.3
,"Fayette County, AL","01057",236,48233,489.3,426.9,551.7,31.9
,"Franklin County, AL","01059",406,95747,424.0,382.8,465.3,21.0
,"Geneva County, AL","01061",403,80472,500.8,451.9,549.7,24.9
,"Greene County, AL","01063",135,22392,602.9,501.2,704.6,51.9
,"Hale County, AL","01065",181,44237,409.2,349.6,468.8,30.4
,"Henry County, AL","01067",247,53013,465.9,407.8,524.0,29.6
,"Houston County, AL","01069",1425,323999,439.8,417.0,462.7,11.7
,"Jackson County, AL","01071",893,159131,561.2,524.4,598.0,18.8
,"Jefferson County, AL","01073",6977,1996124,349.5,341.3,357.7,4.2
,"Lamar County, AL","01075",180,41055,438.4,374.4,502.5,32.7
,"Lauderdale County, AL","01077",1196,286735,417.1,393.5,440.7,12.1
,"Lawrence County, AL","01079",455,99806,455.9,414.0,497.8,21.4
,"Lee County, AL","01081",1138,541206,210.3,198.1,222.5,6.2
,"Limestone County, AL","01083",1159,333071,348.0,327.9,368.0,10.2
,"Lowndes County, AL","01085",207,29459,702.7,606.9,798.4,48.8
,"Macon County, AL","01087",253,55781,453.6,397.7,509.4,28.5
,"Madison County, AL","01089",3792,1211376,313.0,303.1,323.0,5.1
,"Marengo County, AL","01091",206,56425,365.1,315.2,414.9,25.4
,"Marion County, AL","01093",418,87646,476.9,431.2,522.6,23.3
,"Marshall County, AL","01095",1268,298407,424.9,401.5,448.3,11.9
,"Mobile County, AL","01097",5217,1236124,422.0,410.6,433.5,5.8
,"Monroe County, AL","01099",301,58281,516.5,458.1,574.8,29.8
,"Montgomery County, AL","01101",2057,678775,303.0,289.9,316.1,6.7
,"Morgan County, AL","01103",1502,373012,402.7,382.3,423.0,10.4
,"Perry County, AL","01105",167,24128,692.1,587.2,797.1,53.6
,"Pickens County, AL","01107",266,56186,473.4,416.5,530.3,29.0
,"Pike County, AL","01109",352,99142,355.0,318.0,392.1,18.9
,"Randolph County, AL","01111",362,67254,538.3,482.8,593.7,28.3
,"Russell County, AL","01113",604,176021,343.1,315.8,370.5,14.0
,"St. Clair County, AL","01115",1043,282232,369.6,347.1,392.0,11.4
,"Shelby County, AL","01117",1766,690017,255.9,244.0,267.9,6.1
,"Sumter County, AL","01119",128,35744,358.1,296.1,420.1,31.7
,"Talladega County, AL","01121",1146,243360,470.9,443.6,498.2,13.9
,"Tallapoosa County, AL","01123",615,122677,501.3,461.7,540.9,20.2
,"Tuscaloosa County, AL","01125",1935,701160,276.0,263.7,288.3,6.3
,"Walker County, AL","01127",1353,193885,697.8,660.7,735.0,19.0
,"Washington County, AL","01129",239,45291,527.7,460.8,594.6,34.1
,"Wilcox County, AL","01131",205,30449,673.3,581.1,765.4,47.0
,"Winston County, AL","01133",403,71018,567.5,512.1,622.9,28.3
,"Aleutians East Borough, AK","02013",Suppressed,10257,Suppressed,Suppressed,Suppressed,Suppressed
,"Aleutians West Census Area, AK","02016",14,15341,91.3,49.9,153.1,24.4
,"Anchorage Borough, AK","02020",1534,861341,178.1,169.2,187.0,4.5
,"Bethel Census Area, AK","02050",97,55038,176.2,142.9,215.0,17.9
,"Bristol Bay Borough, AK","02060",Suppressed,2547,Suppressed,Suppressed,Suppressed,Suppressed
,"Denali Borough, AK","02068",Suppressed,4762,Suppressed,Suppressed,Suppressed,Suppressed
,"Dillingham Census Area, AK","02070",21,14102,148.9,92.2,227.6,32.5
,"Fairbanks North Star Borough, AK","02090",427,285789,149.4,135.2,163.6,7.2
,"Haines Borough, AK","02100",20,6197,322.7,197.1,498.4,72.2
,"Hoonah-Angoon Census Area, AK","02105",24,6881,348.8,223.5,519.0,71.2
,"Juneau Borough, AK","02110",162,95213,170.1,143.9,196.3,13.4
,"Kenai Peninsula Borough, AK","02122",394,181680,216.9,195.5,238.3,10.9
,"Ketchikan Gateway Borough, AK","02130",88,41233,213.4,171.2,262.9,22.8
,"Kodiak Island Borough, AK","02150",67,38072,176.0,136.4,223.5,21.5
,"Lake and Peninsula Borough, AK","02164",Suppressed,4128,Suppressed,Suppressed,Suppressed,Suppressed
,"Matanuska-Susitna Borough, AK","02170",596,339250,175.7,161.6,189.8,7.2
,"Nome Census Area, AK","02180",61,29463,207.0,158.4,266.0,26.5
,"North Slope Borough, AK","02185",52,32380,160.6,119.9,210.6,22.3
,"Northwest Arctic Borough, AK","02188",46,22344,205.9,150.7,274.6,30.4
,"Petersburg Borough/Census Area, AK","02195",18,10143,177.5,105.2,280.5,41.8
,"Prince of Wales-Hyder Census Area, AK","02198",54,17075,316.3,237.6,412.6,43.0
,"Sitka Borough, AK","02220",56,25071,223.4,168.7,290.1,29.8
,"Skagway Municipality, AK","02230",Suppressed,3308,Suppressed,Suppressed,Suppressed,Suppressed
,"Southeast Fairbanks Census Area, AK","02240",42,21068,199.4,143.7,269.5,30.8
,"Valdez-Cordova Census Area, AK","02261",51,28477,179.1,133.3,235.5,25.1
,"Wade Hampton Census Area, AK","02270",43,24639,174.5,126.3,235.1,26.6
,"Wrangell City and Borough, AK","02275",19,6189,307.0,184.8,479.4,70.4
,"Yakutat Borough, AK","02282",Suppressed,2091,Suppressed,Suppressed,Suppressed,Suppressed
,"Yukon-Koyukuk Census Area, AK","02290",37,15583,237.4,167.2,327.3,39.0
,"Apache County, AZ","04001",526,196091,268.2,245.3,291.2,11.7
,"Cochise County, AZ","04003",1332,376353,353.9,334.9,372.9,9.7
,"Coconino County, AZ","04005",635,433584,146.5,135.1,157.8,5.8
,"Gila County, AZ","04007",823,161514,509.6,474.7,544.4,17.8
,"Graham County, AZ","04009",304,117354,259.0,229.9,288.2,14.9
,"Greenlee County, AZ","04011",66,28075,235.1,181.8,299.1,28.9
,"La Paz County, AZ","04012",329,49624,663.0,591.3,734.6,36.6
,"Maricopa County, AZ","04013",32577,13633983,238.9,236.3,241.5,1.3
,"Mohave County, AZ","04015",3681,662190,555.9,537.9,573.8,9.2
,"Navajo County, AZ","04017",1033,325972,316.9,297.6,336.2,9.9
,"Pima County, AZ","04019",9230,3172789,290.9,285.0,296.8,3.0
,"Pinal County, AZ","04021",3683,1397950,263.5,254.9,272.0,4.3
,"Santa Cruz County, AZ","04023",307,145800,210.6,187.0,234.1,12.0
,"Yavapai County, AZ","04025",2997,737525,406.4,391.8,420.9,7.4
,"Yuma County, AZ","04027",1768,628053,281.5,268.4,294.6,6.7
,"Arkansas County, AR","05001",267,49541,538.9,474.3,603.6,33.0
,"Ashley County, AR","05003",304,55290,549.8,488.0,611.6,31.5
,"Baxter County, AR","05005",823,127454,645.7,601.6,689.8,22.5
,"Benton County, AR","05007",1755,907568,193.4,184.3,202.4,4.6
,"Boone County, AR","05009",598,114644,521.6,479.8,563.4,21.3
,"Bradley County, AR","05011",149,30647,486.2,408.1,564.2,39.8
,"Calhoun County, AR","05013",72,14077,511.5,400.2,644.1,60.3
,"Carroll County, AR","05015",313,85991,364.0,323.7,404.3,20.6
,"Chicot County, AR","05017",144,29430,489.3,409.4,569.2,40.8
,"Clark County, AR","05019",251,63845,393.1,344.5,441.8,24.8
,"Clay County, AR","05021",205,42816,478.8,413.2,544.3,33.4
,"Cleburne County, AR","05023",343,75744,452.8,404.9,500.8,24.5
,"Cleveland County, AR","05025",107,22359,478.6,387.9,569.2,46.3
,"Columbia County, AR","05027",258,67038,384.9,337.9,431.8,24.0
,"Conway County, AR","05029",294,62996,466.7,413.3,520.0,27.2
,"Craighead County, AR","05031",1061,339228,312.8,293.9,331.6,9.6
,"Crawford County, AR","05033",742,183344,404.7,375.6,433.8,14.9
,"Crittenden County, AR","05035",477,141725,336.6,306.4,366.8,15.4
,"Cross County, AR","05037",209,49702,420.5,363.5,477.5,29.1
,"Dallas County, AR","05039",90,18684,481.7,387.3,592.1,50.8
,"Desha County, AR","05041",151,32340,466.9,392.4,541.4,38.0
,"Drew County, AR","05043",210,50966,412.0,356.3,467.8,28.4
,"Faulkner County, AR","05045",1019,382722,266.3,249.9,282.6,8.3
,"Franklin County, AR","05047",255,51912,491.2,430.9,551.5,30.8
,"Fulton County, AR","05049",234,36948,633.3,552.2,714.5,41.4
,"Garland County, AR","05051",1435,300203,478.0,453.3,502.7,12.6
,"Grant County, AR","05053",213,54633,389.9,337.5,442.2,26.7
,"Greene County, AR","05055",442,139508,316.8,287.3,346.4,15.1
,"Hempstead County, AR","05057",289,58490,494.1,437.1,551.1,29.1
,"Hot Spring County, AR","05059",451,99609,452.8,411.0,494.6,21.3
,"Howard County, AR","05061",186,37788,492.2,421.5,563.0,36.1
,"Independence County, AR","05063",615,113988,539.5,496.9,582.2,21.8
,"Izard County, AR","05065",205,42128,486.6,420.0,553.2,34.0
,"Jackson County, AR","05067",192,50219,382.3,328.2,436.4,27.6
,"Jefferson County, AR","05069",877,193768,452.6,422.6,482.6,15.3
,"Johnson County, AR","05071",278,77975,356.5,314.6,398.4,21.4
,"Lafayette County, AR","05073",125,18359,680.9,561.5,800.2,60.9
,"Lawrence County, AR","05075",236,48815,483.5,421.8,545.1,31.5
,"Lee County, AR","05077",124,25184,492.4,405.7,579.0,44.2
,"Lincoln County, AR","05079",166,38851,427.3,362.3,492.3,33.2
,"Little River County, AR","05081",197,35570,553.8,476.5,631.2,39.5
,"Logan County, AR","05083",336,63868,526.1,469.8,582.3,28.7
,"Lonoke County, AR","05085",727,225891,321.8,298.4,345.2,11.9
,"Madison County, AR","05087",201,52221,384.9,331.7,438.1,27.1
,"Marion County, AR","05089",261,51746,504.4,443.2,565.6,31.2
,"Miller County, AR","05091",573,127616,449.0,412.2,485.8,18.8
,"Mississippi County, AR","05093",532,117220,453.8,415.3,492.4,19.7
,"Monroe County, AR","05095",104,19759,526.3,425.2,627.5,51.6
,"Montgomery County, AR","05097",141,25787,546.8,456.5,637.0,46.0
,"Nevada County, AR","05099",112,24488,457.4,372.7,542.1,43.2
,"Newton County, AR","05101",111,21353,519.8,423.1,616.5,49.3
,"Ouachita County, AR","05103",365,66148,551.8,495.2,608.4,28.9
,"Perry County, AR","05105",130,30211,430.3,356.3,504.3,37.7
,"Phillips County, AR","05107",164,46171,355.2,300.8,409.6,27.7
,"Pike County, AR","05109",152,30453,499.1,419.8,578.5,40.5
,"Poinsett County, AR","05111",326,67552,482.6,430.2,535.0,26.7
,"Polk County, AR","05113",357,58126,614.2,550.5,677.9,32.5
,"Pope County, AR","05115",618,192447,321.1,295.8,346.4,12.9
,"Prairie County, AR","05117",114,24240,470.3,384.0,556.6,44.0
,"Pulaski County, AR","05119",3634,1196975,303.6,293.7,313.5,5.0
,"Randolph County, AR","05121",230,56609,406.3,353.8,458.8,26.8
,"St. Francis County, AR","05123",304,67291,451.8,401.0,502.6,25.9
,"Saline County, AR","05125",1176,382164,307.7,290.1,325.3,9.0
,"Scott County, AR","05127",175,29478,593.7,505.7,681.6,44.9
,"Searcy County, AR","05129",123,23604,521.1,429.0,613.2,47.0
,"Sebastian County, AR","05131",1324,386557,342.5,324.1,361.0,9.4
,"Sevier County, AR","05133",172,47101,365.2,310.6,419.7,27.8
,"Sharp County, AR","05135",310,53400,580.5,515.9,645.1,33.0
,"Stone County, AR","05137",207,37727,548.7,473.9,623.4,38.1
,"Union County, AR","05139",536,113489,472.3,432.3,512.3,20.4
,"Van Buren County, AR","05141",251,47938,523.6,458.8,588.4,33.0
,"Washington County, AR","05143",2107,767660,274.5,262.8,286.2,6.0
,"White County, AR","05145",896,233414,383.9,358.7,409.0,12.8
,"Woodruff County, AR","05147",120,18129,661.9,543.5,780.4,60.4
,"Yell County, AR","05149",278,60328,460.8,406.6,515.0,27.6
,"Alameda County, CA","06001",9793,4899741,199.9,195.9,203.8,2.0
,"Alpine County, CA","06003",14,3566,392.6,214.6,658.7,104.9
,"Amador County, CA","06005",512,124482,411.3,375.7,446.9,18.2
,"Butte County, CA","06007",1800,622784,289.0,275.7,302.4,6.8
,"Calaveras County, CA","06009",482,139349,345.9,315.0,376.8,15.8
,"Colusa County, CA","06011",135,65868,205.0,170.4,239.5,17.6
,"Contra Costa County, CA","06013",7588,3473404,218.5,213.5,223.4,2.5
,"Del Norte County, CA","06015",254,81771,310.6,272.4,348.8,19.5
,"El Dorado County, CA","06017",1592,578082,275.4,261.9,288.9,6.9
,"Fresno County, CA","06019",7318,3045933,240.3,234.8,245.8,2.8
,"Glenn County, CA","06021",264,85273,309.6,272.2,346.9,19.1
,"Humboldt County, CA","06023",1498,405305,369.6,350.9,388.3,9.5
,"Imperial County, CA","06025",1085,537621,201.8,189.8,213.8,6.1
,"Inyo County, CA","06027",184,56215,327.3,280.0,374.6,24.1
,"Kern County, CA","06029",6457,2747601,235.0,229.3,240.7,2.9
,"Kings County, CA","06031",878,459106,191.2,178.6,203.9,6.5
,"Lake County, CA","06033",738,204835,360.3,334.3,386.3,13.3
,"Lassen County, CA","06035",243,91924,264.3,231.1,297.6,17.0
,"Los Angeles County, CA","06037",70901,29214027,242.7,240.9,244.5,0.9
,"Madera County, CA","06039",1113,482524,230.7,217.1,244.2,6.9
,"Marin County, CA","06041",2085,770631,270.6,258.9,282.2,5.9
,"Mariposa County, CA","06043",215,51086,420.9,364.6,477.1,28.7
,"Mendocino County, CA","06045",847,270196,313.5,292.4,334.6,10.8
,"Merced County, CA","06047",1700,868395,195.8,186.5,205.1,4.7
,"Modoc County, CA","06049",124,25672,483.0,398.0,568.0,43.4
,"Mono County, CA","06051",45,39291,114.5,83.5,153.3,17.1
,"Monterey County, CA","06053",2424,1300906,186.3,178.9,193.7,3.8
,"Napa County, CA","06055",1235,403723,305.9,288.8,323.0,8.7
,"Nevada County, CA","06057",1077,307817,349.9,329.0,370.8,10.7
,"Orange County, CA","06059",22081,9454748,233.5,230.5,236.6,1.6
,"Placer County, CA","06061",3791,1253633,302.4,292.8,312.0,4.9
,"Plumas County, CA","06063",191,58397,327.1,280.7,373.5,23.7
,"Riverside County, CA","06065",20101,7424739,270.7,267.0,274.5,1.9
,"Sacramento County, CA","06067",11780,4757378,247.6,243.1,252.1,2.3
,"San Benito County, CA","06069",346,202431,170.9,152.9,188.9,9.2
,"San Bernardino County, CA","06071",15478,6583977,235.1,231.4,238.8,1.9
,"San Diego County, CA","06073",21979,9832250,223.5,220.6,226.5,1.5
,"San Francisco County, CA","06075",6269,2432626,257.7,251.3,264.1,3.3
,"San Joaquin County, CA","06077",5110,2383604,214.4,208.5,220.3,3.0
,"San Luis Obispo County, CA","06079",2541,846811,300.1,288.4,311.7,6.0
,"San Mateo County, CA","06081",4742,2193422,216.2,210.0,222.3,3.1
,"Santa Barbara County, CA","06083",3304,1331569,248.1,239.7,256.6,4.3
,"Santa Clara County, CA","06085",10120,5634045,179.6,176.1,183.1,1.8
,"Santa Cruz County, CA","06087",1572,793709,198.1,188.3,207.8,5.0
,"Shasta County, CA","06089",2057,543435,378.5,362.2,394.9,8.3
,"Sierra County, CA","06091",40,9700,412.4,294.6,561.5,65.2
,"Siskiyou County, CA","06093",566,130683,433.1,397.4,468.8,18.2
,"Solano County, CA","06095",3361,1349681,249.0,240.6,257.4,4.3
,"Sonoma County, CA","06097",3952,1450349,272.5,264.0,281.0,4.3
,"Stanislaus County, CA","06099",4140,1655704,250.0,242.4,257.7,3.9
,"Sutter County, CA","06101",837,295514,283.2,264.0,302.4,9.8
,"Tehama County, CA","06103",651,195639,332.8,307.2,358.3,13.0
,"Trinity County, CA","06105",135,47511,284.1,236.2,332.1,24.5
,"Tulare County, CA","06107",3089,1434066,215.4,207.8,223.0,3.9
,"Tuolumne County, CA","06109",653,164545,396.9,366.4,427.3,15.5
,"Ventura County, CA","06111",5941,2501979,237.5,231.4,243.5,3.1
,"Yolo County, CA","06113",1219,659645,184.8,174.4,195.2,5.3
,"Yuba County, CA","06115",653,253453,257.6,237.9,277.4,10.1
,"Adams County, CO","08001",2450,1583080,154.8,148.6,160.9,3.1
,"Alamosa County, CO","08003",120,49794,241.0,197.9,284.1,22.0
,"Arapahoe County, CO","08005",3377,1966769,171.7,165.9,177.5,3.0
,"Archuleta County, CO","08007",134,41982,319.2,265.1,373.2,27.6
,"Baca County, CO","08009",52,10290,505.3,377.4,662.7,70.1
,"Bent County, CO","08011",61,16839,362.3,277.1,465.3,46.4
,"Boulder County, CO","08013",1723,983842,175.1,166.9,183.4,4.2
,"Broomfield County, CO","08014",322,228306,141.0,125.6,156.4,7.9
,"Chaffee County, CO","08015",149,60914,244.6,205.3,283.9,20.0
,"Cheyenne County, CO","08017",25,5166,483.9,313.2,714.4,96.8
,"Clear Creek County, CO","08019",43,27948,153.9,111.3,207.2,23.5
,"Conejos County, CO","08021",77,22712,339.0,267.6,423.7,38.6
,"Costilla County, CO","08023",42,10856,386.9,278.8,523.0,59.7
,"Crowley County, CO","08025",29,17262,168.0,112.5,241.3,31.2
,"Custer County, CO","08027",40,15914,251.4,179.6,342.3,39.7
,"Delta County, CO","08029",380,95009,400.0,359.7,440.2,20.5
,"Denver County, CO","08031",3590,2141292,167.7,162.2,173.1,2.8
,"Dolores County, CO","08033",31,7365,420.9,286.0,597.4,75.6
,"Douglas County, CO","08035",1372,1128884,121.5,115.1,128.0,3.3
,"Eagle County, CO","08037",123,165393,74.4,61.2,87.5,6.7
,"Elbert County, CO","08039",156,83733,186.3,157.1,215.5,14.9
,"El Paso County, CO","08041",4306,2222649,193.7,187.9,199.5,3.0
,"Fremont County, CO","08043",475,149600,317.5,289.0,346.1,14.6
,"Garfield County, CO","08045",301,187139,160.8,142.7,179.0,9.3
,"Gilpin County, CO","08047",26,17690,147.0,96.0,215.4,28.8
,"Grand County, CO","08049",67,47564,140.9,109.2,178.9,17.2
,"Gunnison County, CO","08051",78,51869,150.4,118.9,187.7,17.0
,"Hinsdale County, CO","08053",11,2321,473.9,236.6,848.0,142.9
,"Huerfano County, CO","08055",109,21057,517.6,420.5,614.8,49.6
,"Jackson County, CO","08057",Suppressed,3974,Suppressed,Suppressed,Suppressed,Suppressed
,"Jefferson County, CO","08059",3870,1732090,223.4,216.4,230.5,3.6
,"Kiowa County, CO","08061",17,4260,399.1,232.5,638.9,96.8
,"Kit Carson County, CO","08063",69,20905,330.1,256.8,417.7,39.7
,"Lake County, CO","08065",26,22099,117.7,76.9,172.4,23.1
,"La Plata County, CO","08067",357,169264,210.9,189.0,232.8,11.2
,"Larimer County, CO","08069",2183,1100082,198.4,190.1,206.8,4.2
,"Las Animas County, CO","08071",160,43308,369.4,312.2,426.7,29.2
,"Lincoln County, CO","08073",50,16678,299.8,222.5,395.2,42.4
,"Logan County, CO","08075",205,62929,325.8,281.2,370.4,22.8
,"Mesa County, CO","08077",1563,475652,328.6,312.3,344.9,8.3
,"Mineral County, CO","08079",10,2799,357.3,171.3,657.0,113.0
,"Moffat County, CO","08081",72,39689,181.4,141.9,228.5,21.4
,"Montezuma County, CO","08083",230,79174,290.5,253.0,328.0,19.2
,"Montrose County, CO","08085",481,131135,366.8,334.0,399.6,16.7
,"Morgan County, CO","08087",225,87771,256.3,222.9,289.8,17.1
,"Otero County, CO","08089",243,55033,441.6,386.0,497.1,28.3
,"Ouray County, CO","08091",34,15311,222.1,153.8,310.3,38.1
,"Park County, CO","08093",111,53776,206.4,168.0,244.8,19.6
,"Phillips County, CO","08095",45,13437,334.9,244.3,448.1,49.9
,"Pitkin County, CO","08097",47,50864,92.4,67.9,122.9,13.5
,"Prowers County, CO","08099",100,35601,280.9,225.8,335.9,28.1
,"Pueblo County, CO","08101",1483,508588,291.6,276.8,306.4,7.6
,"Rio Blanco County, CO","08103",50,19614,254.9,189.2,336.1,36.1
,"Rio Grande County, CO","08105",89,33921,262.4,210.7,322.9,27.8
,"Routt County, CO","08107",82,75162,109.1,86.8,135.4,12.0
,"Saguache County, CO","08109",52,19782,262.9,196.3,344.7,36.5
,"San Juan County, CO","08111",Suppressed,2338,Suppressed,Suppressed,Suppressed,Suppressed
,"San Miguel County, CO","08113",14,23945,58.5,32.0,98.1,15.6
,"Sedgwick County, CO","08115",23,6930,331.9,210.4,498.0,69.2
,"Summit County, CO","08117",50,91971,54.4,40.4,71.7,7.7
,"Teller County, CO","08119",167,74400,224.5,190.4,258.5,17.4
,"Washington County, CO","08121",48,14528,330.4,243.6,438.1,47.7
,"Weld County, CO","08123",1665,1049654,158.6,151.0,166.2,3.9
,"Yuma County, CO","08125",85,29702,286.2,228.6,353.9,31.0
,"Fairfield County, CT","09001",6005,Not Available,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003",7071,Not Available,Not Available,Not Available,Not Available,Not Available
,"Litchfield County, CT","09005",1589,Not Available,Not Available,Not Available,Not Available,Not Available
,"Middlesex County, CT","09007",1415,Not Available,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009",6630,Not Available,Not Available,Not Available,Not Available,Not Available
,"New London County, CT","09011",2129,Not Available,Not Available,Not Available,Not Available,Not Available
,"Tolland County, CT","09013",1058,Not Available,Not Available,Not Available,Not Available,Not Available
,"Windham County, CT","09015",950,Not Available,Not Available,Not Available,Not Available,Not Available
,"Kent County, DE","10001",1791,560884,319.3,304.5,334.1,7.5
,"New Castle County, DE","10003",4879,1725794,282.7,274.8,290.6,4.0
,"Sussex County, DE","10005",3061,766992,399.1,385.0,413.2,7.2
,"District of Columbia, DC","11001",4821,2020825,238.6,231.8,245.3,3.4
,"Alachua County, FL","12001",1822,849262,214.5,204.7,224.4,5.0
,"Baker County, FL","12003",279,84886,328.7,290.1,367.2,19.7
,"Bay County, FL","12005",1687,555071,303.9,289.4,318.4,7.4
,"Bradford County, FL","12007",284,83711,339.3,299.8,378.7,20.1
,"Brevard County, FL","12009",7204,1891300,380.9,372.1,389.7,4.5
,"Broward County, FL","12011",17211,5840540,294.7,290.3,299.1,2.2
,"Calhoun County, FL","12013",193,40575,475.7,408.6,542.8,34.2
,"Charlotte County, FL","12015",2657,603638,440.2,423.4,456.9,8.5
,"Citrus County, FL","12017",3450,487308,708.0,684.3,731.6,12.1
,"Clay County, FL","12019",1802,681389,264.5,252.2,276.7,6.2
,"Collier County, FL","12021",4230,1188284,356.0,345.2,366.7,5.5
,"Columbia County, FL","12023",849,215356,394.2,367.7,420.7,13.5
,"DeSoto County, FL","12027",360,105699,340.6,305.4,375.8,18.0
,"Dixie County, FL","12029",232,51691,448.8,391.1,506.6,29.5
,"Duval County, FL","12031",8153,3047293,267.5,261.7,273.4,3.0
,"Escambia County, FL","12033",3298,974196,338.5,327.0,350.1,5.9
,"Flagler County, FL","12035",1621,379076,427.6,406.8,448.4,10.6
,"Franklin County, FL","12037",144,37664,382.3,319.9,444.8,31.9
,"Gadsden County, FL","12039",502,130950,383.4,349.8,416.9,17.1
,"Gilchrist County, FL","12041",212,56939,372.3,322.2,422.4,25.6
,"Glades County, FL","12043",147,37474,392.3,328.9,455.7,32.4
,"Gulf County, FL","12045",179,45370,394.5,336.7,452.3,29.5
,"Hamilton County, FL","12047",175,40681,430.2,366.4,493.9,32.5
,"Hardee County, FL","12049",292,76830,380.1,336.5,423.7,22.2
,"Hendry County, FL","12051",328,124985,262.4,234.0,290.8,14.5
,"Hernando County, FL","12053",2900,620341,467.5,450.5,484.5,8.7
,"Highlands County, FL","12055",1893,316528,598.1,571.1,625.0,13.7
,"Hillsborough County, FL","12057",10649,4527059,235.2,230.8,239.7,2.3
,"Holmes County, FL","12059",329,59379,554.1,494.2,613.9,30.5
,"Indian River County, FL","12061",2875,500809,574.1,553.1,595.1,10.7
,"Jackson County, FL","12063",614,144527,424.8,391.2,458.4,17.1
,"Jefferson County, FL","12065",175,45047,388.5,330.9,446.0,29.4
,"Lafayette County, FL","12067",76,24246,313.5,247.0,392.3,36.0
,"Lake County, FL","12069",4889,1230405,397.3,386.2,408.5,5.7
,"Lee County, FL","12071",7855,2445002,321.3,314.2,328.4,3.6
,"Leon County, FL","12073",1824,887099,205.6,196.2,215.1,4.8
,"Levy County, FL","12075",588,135963,432.5,397.5,467.4,17.8
,"Liberty County, FL","12077",69,23209,297.3,231.3,376.2,35.8
,"Madison County, FL","12079",275,55005,500.0,440.9,559.0,30.1
,"Manatee County, FL","12081",4080,1282923,318.0,308.3,327.8,5.0
,"Marion County, FL","12083",6160,1192289,516.7,503.8,529.6,6.6
,"Martin County, FL","12085",2450,485263,504.9,484.9,524.9,10.2
,"Miami-Dade County, FL","12086",23119,8023481,288.1,284.4,291.9,1.9
,"Monroe County, FL","12087",670,244492,274.0,253.3,294.8,10.6
,"Nassau County, FL","12089",903,293589,307.6,287.5,327.6,10.2
,"Okaloosa County, FL","12091",1672,648201,257.9,245.6,270.3,6.3
,"Okeechobee County, FL","12093",605,122105,495.5,456.0,535.0,20.1
,"Orange County, FL","12095",8585,4346888,197.5,193.3,201.7,2.1
,"Osceola County, FL","12097",2886,1263611,228.4,220.1,236.7,4.3
,"Palm Beach County, FL","12099",17526,4550265,385.2,379.5,390.9,2.9
,"Pasco County, FL","12101",6407,1825857,350.9,342.3,359.5,4.4
,"Pinellas County, FL","12103",9980,2879950,346.5,339.7,353.3,3.5
,"Polk County, FL","12105",7478,2359254,317.0,309.8,324.1,3.7
,"Putnam County, FL","12107",941,224853,418.5,391.8,445.2,13.6
,"St. Johns County, FL","12109",2074,919417,225.6,215.9,235.3,5.0
,"St. Lucie County, FL","12111",4153,1075869,386.0,374.3,397.8,6.0
,"Santa Rosa County, FL","12113",1505,595428,252.8,240.0,265.5,6.5
,"Sarasota County, FL","12115",5313,1378356,385.5,375.1,395.8,5.3
,"Seminole County, FL","12117",3506,1433136,244.6,236.5,252.7,4.1
,"Sumter County, FL","12119",2356,432173,545.2,523.1,567.2,11.2
,"Suwannee County, FL","12121",641,136026,471.2,434.8,507.7,18.6
,"Taylor County, FL","12123",273,64680,422.1,372.0,472.1,25.5
