"Notes","County","County Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Madison County, TN","47113",1140,297213,383.6,361.3,405.8,11.4
,"Marion County, TN","47115",450,87353,515.2,467.6,562.7,24.3
,"Marshall County, TN","47117",359,107823,333.0,298.5,367.4,17.6
,"Maury County, TN","47119",871,323679,269.1,251.2,287.0,9.1
,"Meigs County, TN","47121",211,40012,527.3,456.2,598.5,36.3
,"Monroe County, TN","47123",595,143032,416.0,382.6,449.4,17.1
,"Montgomery County, TN","47125",1330,702973,189.2,179.0,199.4,5.2
,"Moore County, TN","47127",81,20134,402.3,319.5,500.0,44.7
,"Morgan County, TN","47129",258,64051,402.8,353.7,452.0,25.1
,"Obion County, TN","47131",479,91271,524.8,477.8,571.8,24.0
,"Overton County, TN","47133",280,69210,404.6,357.2,452.0,24.2
,"Perry County, TN","47135",93,26048,357.0,288.2,437.4,37.0
,"Pickett County, TN","47137",79,15314,515.9,408.4,642.9,58.0
,"Polk County, TN","47139",288,53672,536.6,474.6,598.6,31.6
,"Putnam County, TN","47141",817,247414,330.2,307.6,352.9,11.6
,"Rhea County, TN","47143",472,100790,468.3,426.1,510.5,21.6
,"Roane County, TN","47145",726,165170,439.5,407.6,471.5,16.3
,"Robertson County, TN","47147",856,226344,378.2,352.9,403.5,12.9
,"Rutherford County, TN","47149",2054,1079902,190.2,182.0,198.4,4.2
,"Scott County, TN","47151",361,66123,546.0,489.6,602.3,28.7
,"Sequatchie County, TN","47153",166,50466,328.9,278.9,379.0,25.5
,"Sevier County, TN","47155",1098,297721,368.8,347.0,390.6,11.1
,"Shelby County, TN","47157",8477,2750867,308.2,301.6,314.7,3.3
,"Smith County, TN","47159",236,61199,385.6,336.4,434.8,25.1
,"Stewart County, TN","47161",161,42112,382.3,323.3,441.4,30.1
,"Sullivan County, TN","47163",2377,482220,492.9,473.1,512.7,10.1
,"Sumner County, TN","47165",1885,612409,307.8,293.9,321.7,7.1
,"Tipton County, TN","47167",611,184675,330.9,304.6,357.1,13.4
,"Trousdale County, TN","47169",106,36417,291.1,235.7,346.5,28.3
,"Unicoi County, TN","47171",321,53128,604.2,538.1,670.3,33.7
,"Union County, TN","47173",276,61233,450.7,397.6,503.9,27.1
,"Van Buren County, TN","47175",81,19246,420.9,334.2,523.1,46.8
,"Warren County, TN","47177",617,126187,489.0,450.4,527.5,19.7
,"Washington County, TN","47179",1458,408828,356.6,338.3,374.9,9.3
,"Wayne County, TN","47181",211,48783,432.5,374.2,490.9,29.8
,"Weakley County, TN","47183",422,99183,425.5,384.9,466.1,20.7
,"White County, TN","47185",395,84406,468.0,421.8,514.1,23.5
,"Williamson County, TN","47187",1285,781010,164.5,155.5,173.5,4.6
,"Wilson County, TN","47189",1294,474146,272.9,258.0,287.8,7.6
,"Anderson County, TX","48001",654,174202,375.4,346.7,404.2,14.7
,"Andrews County, TX","48003",122,55438,220.1,181.0,259.1,19.9
,"Angelina County, TX","48005",983,260926,376.7,353.2,400.3,12.0
,"Aransas County, TX","48007",365,74828,487.8,437.7,537.8,25.5
,"Archer County, TX","48009",73,26545,275.0,215.6,345.8,32.2
,"Armstrong County, TX","48011",26,5521,470.9,307.6,690.0,92.4
,"Atascosa County, TX","48013",500,152587,327.7,299.0,356.4,14.7
,"Austin County, TX","48015",298,93154,319.9,283.6,356.2,18.5
,"Bailey County, TX","48017",61,20286,300.7,230.0,386.3,38.5
,"Bandera County, TX","48019",269,66317,405.6,357.2,454.1,24.7
,"Bastrop County, TX","48021",748,319024,234.5,217.7,251.3,8.6
,"Baylor County, TX","48023",51,10406,490.1,364.9,644.4,68.6
,"Bee County, TX","48025",258,92168,279.9,245.8,314.1,17.4
,"Bell County, TX","48027",2474,1161196,213.1,204.7,221.5,4.3
,"Bexar County, TX","48029",13899,6175445,225.1,221.3,228.8,1.9
,"Blanco County, TX","48031",127,37352,340.0,280.9,399.1,30.2
,"Borden County, TX","48033",Suppressed,1774,Suppressed,Suppressed,Suppressed,Suppressed
,"Bosque County, TX","48035",287,56196,510.7,451.6,569.8,30.1
,"Bowie County, TX","48037",1346,276303,487.1,461.1,513.2,13.3
,"Brazoria County, TX","48039",2521,1166808,216.1,207.6,224.5,4.3
,"Brazos County, TX","48041",1272,723749,175.8,166.1,185.4,4.9
,"Brewster County, TX","48043",89,28306,314.4,252.5,386.9,33.3
,"Briscoe County, TX","48045",15,4279,350.5,196.2,578.2,90.5
,"Brooks County, TX","48047",87,20748,419.3,335.9,517.2,45.0
,"Brown County, TX","48049",590,115274,511.8,470.5,553.1,21.1
,"Burleson County, TX","48051",280,56183,498.4,440.0,556.7,29.8
,"Burnet County, TX","48053",563,157447,357.6,328.0,387.1,15.1
,"Caldwell County, TX","48055",358,144498,247.8,222.1,273.4,13.1
,"Calhoun County, TX","48057",213,59129,360.2,311.9,408.6,24.7
,"Callahan County, TX","48059",157,42699,367.7,310.2,425.2,29.3
,"Cameron County, TX","48061",2965,1274947,232.6,224.2,240.9,4.3
,"Camp County, TX","48063",158,38332,412.2,347.9,476.5,32.8
,"Carson County, TX","48065",80,17408,459.6,364.4,572.0,51.4
,"Cass County, TX","48067",487,85758,567.9,517.4,618.3,25.7
,"Castro County, TX","48069",51,21899,232.9,173.4,306.2,32.6
,"Chambers County, TX","48071",334,154029,216.8,193.6,240.1,11.9
,"Cherokee County, TX","48073",615,154959,396.9,365.5,428.2,16.0
,"Childress County, TX","48075",67,20333,329.5,255.4,418.5,40.3
,"Clay County, TX","48077",131,31487,416.0,344.8,487.3,36.3
,"Cochran County, TX","48079",35,7551,463.5,322.9,644.6,78.3
,"Coke County, TX","48081",60,10006,599.6,457.6,771.9,77.4
,"Coleman County, TX","48083",142,23427,606.1,506.4,705.8,50.9
,"Collin County, TX","48085",4643,3463517,134.1,130.2,137.9,2.0
,"Collingsworth County, TX","48087",40,7746,516.4,368.9,703.2,81.6
,"Colorado County, TX","48089",300,62501,480.0,425.7,534.3,27.7
,"Comal County, TX","48091",1233,553556,222.7,210.3,235.2,6.3
,"Comanche County, TX","48093",216,41703,517.9,448.9,587.0,35.2
,"Concho County, TX","48095",29,9978,290.6,194.6,417.4,54.0
,"Cooke County, TX","48097",463,129076,358.7,326.0,391.4,16.7
,"Coryell County, TX","48099",479,254167,188.5,171.6,205.3,8.6
,"Cottle County, TX","48101",15,3982,376.7,210.8,621.3,97.3
,"Crane County, TX","48103",39,13800,282.6,201.0,386.3,45.3
,"Crockett County, TX","48105",47,8869,529.9,389.4,704.7,77.3
,"Crosby County, TX","48107",62,15021,412.8,316.5,529.1,52.4
,"Culberson County, TX","48109",24,6544,366.7,235.0,545.7,74.9
,"Dallam County, TX","48111",47,21650,217.1,159.5,288.7,31.7
,"Dallas County, TX","48113",15184,7793248,194.8,191.7,197.9,1.6
,"Dawson County, TX","48115",134,36547,366.7,304.6,428.7,31.7
,"Deaf Smith County, TX","48117",125,55053,227.1,187.2,266.9,20.3
,"Delta County, TX","48119",67,16318,410.6,318.2,521.4,50.2
,"Denton County, TX","48121",3785,2926631,129.3,125.2,133.4,2.1
,"DeWitt County, TX","48123",187,59619,313.7,268.7,358.6,22.9
,"Dickens County, TX","48125",31,5177,598.8,406.9,850.0,107.5
,"Dimmit County, TX","48127",107,25117,426.0,345.3,506.7,41.2
,"Donley County, TX","48129",45,9821,458.2,334.2,613.1,68.3
,"Duval County, TX","48131",131,29248,447.9,371.2,524.6,39.1
,"Eastland County, TX","48133",292,53845,542.3,480.1,604.5,31.7
,"Ector County, TX","48135",1067,486454,219.3,206.2,232.5,6.7
,"Edwards County, TX","48137",30,4253,705.4,475.9,1007.0,128.8
,"Ellis County, TX","48139",1341,637689,210.3,199.0,221.5,5.7
,"El Paso County, TX","48141",5016,2606590,192.4,187.1,197.8,2.7
,"Erath County, TX","48143",345,131468,262.4,234.7,290.1,14.1
,"Falls County, TX","48145",177,51648,342.7,292.2,393.2,25.8
,"Fannin County, TX","48147",493,111265,443.1,404.0,482.2,20.0
,"Fayette County, TX","48149",431,75074,574.1,519.9,628.3,27.7
,"Fisher County, TX","48151",45,10940,411.3,300.0,550.4,61.3
,"Floyd County, TX","48153",56,15675,357.3,269.9,463.9,47.7
,"Foard County, TX","48155",16,3216,497.5,284.4,807.9,124.4
,"Fort Bend County, TX","48157",3955,2664451,148.4,143.8,153.1,2.4
,"Franklin County, TX","48159",135,31817,424.3,352.7,495.9,36.5
,"Freestone County, TX","48161",213,60165,354.0,306.5,401.6,24.3
,"Frio County, TX","48163",145,54238,267.3,223.8,310.9,22.2
,"Gaines County, TX","48165",112,66599,168.2,137.0,199.3,15.9
,"Galveston County, TX","48167",2908,1073923,270.8,260.9,280.6,5.0
,"Garza County, TX","48169",59,16642,354.5,269.9,457.3,46.2
,"Gillespie County, TX","48171",330,82507,400.0,356.8,443.1,22.0
,"Glasscock County, TX","48173",Suppressed,3454,Suppressed,Suppressed,Suppressed,Suppressed
,"Goliad County, TX","48175",77,21438,359.2,283.5,448.9,40.9
,"Gonzales County, TX","48177",172,59403,289.5,246.3,332.8,22.1
,"Gray County, TX","48179",258,62961,409.8,359.8,459.8,25.5
,"Grayson County, TX","48181",1449,429374,337.5,320.1,354.8,8.9
,"Gregg County, TX","48183",1514,375887,402.8,382.5,423.1,10.4
,"Grimes County, TX","48185",378,93425,404.6,363.8,445.4,20.8
,"Guadalupe County, TX","48187",1232,548250,224.7,212.2,237.3,6.4
,"Hale County, TX","48189",333,95808,347.6,310.2,384.9,19.0
,"Hall County, TX","48191",39,8473,460.3,327.3,629.2,73.7
,"Hamilton County, TX","48193",114,25146,453.4,370.1,536.6,42.5
,"Hansford County, TX","48195",41,15381,266.6,191.3,361.6,41.6
,"Hardeman County, TX","48197",42,10558,397.8,286.7,537.7,61.4
,"Hardin County, TX","48199",693,173045,400.5,370.7,430.3,15.2
,"Harris County, TX","48201",26313,14344068,183.4,181.2,185.7,1.1
,"Harrison County, TX","48203",695,210000,331.0,306.3,355.6,12.6
,"Hartley County, TX","48205",36,15750,228.6,160.1,316.4,38.1
,"Haskell County, TX","48207",62,16199,382.7,293.4,490.7,48.6
,"Hays County, TX","48209",1192,805108,148.1,139.6,156.5,4.3
,"Hemphill County, TX","48211",26,9677,268.7,175.5,393.7,52.7
,"Henderson County, TX","48213",1194,254336,469.5,442.8,496.1,13.6
,"Hidalgo County, TX","48215",5018,2667194,188.1,182.9,193.3,2.7
,"Hill County, TX","48217",492,111901,439.7,400.8,478.5,19.8
,"Hockley County, TX","48219",224,63984,350.1,304.2,395.9,23.4
,"Hood County, TX","48221",674,198369,339.8,314.1,365.4,13.1
,"Hopkins County, TX","48223",466,113187,411.7,374.3,449.1,19.1
,"Houston County, TX","48225",327,66257,493.5,440.0,547.0,27.3
,"Howard County, TX","48227",367,98354,373.1,335.0,411.3,19.5
,"Hudspeth County, TX","48229",36,10170,354.0,247.9,490.1,59.0
,"Hunt County, TX","48231",1036,325023,318.7,299.3,338.2,9.9
,"Hutchinson County, TX","48233",291,60743,479.1,424.0,534.1,28.1
,"Irion County, TX","48235",15,4631,323.9,181.3,534.2,83.6
,"Jack County, TX","48237",104,26509,392.3,316.9,467.7,38.5
,"Jackson County, TX","48239",135,45484,296.8,246.7,346.9,25.5
,"Jasper County, TX","48241",487,98153,496.2,452.1,540.2,22.5
,"Jeff Davis County, TX","48243",27,5708,473.0,311.7,688.2,91.0
,"Jefferson County, TX","48245",2701,756030,357.3,343.8,370.7,6.9
,"Jim Hogg County, TX","48247",54,14284,378.0,284.0,493.3,51.4
,"Jim Wells County, TX","48249",471,116335,404.9,368.3,441.4,18.7
,"Johnson County, TX","48251",1508,585692,257.5,244.5,270.5,6.6
,"Jones County, TX","48253",182,60189,302.4,258.4,346.3,22.4
,"Karnes County, TX","48255",155,44608,347.5,292.8,402.2,27.9
,"Kaufman County, TX","48257",1174,515824,227.6,214.6,240.6,6.6
,"Kendall County, TX","48259",388,146298,265.2,238.8,291.6,13.5
,"Kenedy County, TX","48261",Suppressed,1041,Suppressed,Suppressed,Suppressed,Suppressed
,"Kent County, TX","48263",20,2223,899.7,549.6,1389.5,201.2
,"Kerr County, TX","48265",718,160817,446.5,413.8,479.1,16.7
,"Kimble County, TX","48267",50,13229,378.0,280.5,498.3,53.5
,"King County, TX","48269",Suppressed,708,Suppressed,Suppressed,Suppressed,Suppressed
,"Kinney County, TX","48271",41,9406,435.9,312.8,591.3,68.1
,"Kleberg County, TX","48273",245,91066,269.0,235.3,302.7,17.2
,"Knox County, TX","48275",38,9926,382.8,270.9,525.5,62.1
,"Lamar County, TX","48277",617,151709,406.7,374.6,438.8,16.4
,"Lamb County, TX","48279",118,38333,307.8,252.3,363.4,28.3
,"Lampasas County, TX","48281",240,68299,351.4,306.9,395.9,22.7
,"La Salle County, TX","48283",48,19811,242.3,178.6,321.2,35.0
,"Lavaca County, TX","48285",244,61704,395.4,345.8,445.1,25.3
,"Lee County, TX","48287",199,53900,369.2,317.9,420.5,26.2
,"Leon County, TX","48289",237,48706,486.6,424.6,548.5,31.6
,"Liberty County, TX","48291",905,307885,293.9,274.8,313.1,9.8
,"Limestone County, TX","48293",325,66622,487.8,434.8,540.9,27.1
,"Lipscomb County, TX","48295",24,8691,276.1,176.9,410.9,56.4
,"Live Oak County, TX","48297",139,34389,404.2,337.0,471.4,34.3
,"Llano County, TX","48299",342,67393,507.5,453.7,561.3,27.4
,"Loving County, TX","48301",Suppressed,151,Suppressed,Suppressed,Suppressed,Suppressed
,"Lubbock County, TX","48303",2584,952952,271.2,260.7,281.6,5.3
,"Lynn County, TX","48305",55,17173,320.3,241.3,416.9,43.2
,"McCulloch County, TX","48307",132,22482,587.1,487.0,687.3,51.1
,"McLennan County, TX","48309",2355,798534,294.9,283.0,306.8,6.1
,"McMullen County, TX","48311",Suppressed,1752,Suppressed,Suppressed,Suppressed,Suppressed
,"Madison County, TX","48313",136,41121,330.7,275.1,386.3,28.4
,"Marion County, TX","48315",160,28776,556.0,469.9,642.2,44.0
,"Martin County, TX","48317",32,15644,204.6,139.9,288.8,36.2
,"Mason County, TX","48319",53,11856,447.0,334.9,584.7,61.4
,"Matagorda County, TX","48321",341,108828,313.3,280.1,346.6,17.0
,"Maverick County, TX","48323",362,173661,208.5,187.0,229.9,11.0
,"Medina County, TX","48325",510,160501,317.8,290.2,345.3,14.1
,"Menard County, TX","48327",34,5908,575.5,398.5,804.2,98.7
,"Midland County, TX","48329",1034,517076,200.0,187.8,212.2,6.2
,"Milam County, TX","48331",338,76685,440.8,393.8,487.8,24.0
,"Mills County, TX","48333",75,13528,554.4,436.1,695.0,64.0
,"Mitchell County, TX","48335",79,27088,291.6,230.9,363.5,32.8
,"Montague County, TX","48337",324,63070,513.7,457.8,569.7,28.5
,"Montgomery County, TX","48339",4192,2038730,205.6,199.4,211.8,3.2
,"Moore County, TX","48341",126,63304,199.0,164.3,233.8,17.7
,"Morris County, TX","48343",187,36179,516.9,442.8,591.0,37.8
,"Motley County, TX","48345",25,3119,801.5,518.7,1183.2,160.3
,"Nacogdoches County, TX","48347",640,194905,328.4,302.9,353.8,13.0
,"Navarro County, TX","48349",583,163862,355.8,326.9,384.7,14.7
,"Newton County, TX","48351",195,36332,536.7,461.4,612.0,38.4
,"Nolan County, TX","48353",162,43376,373.5,316.0,431.0,29.3
,"Nueces County, TX","48355",2909,1057042,275.2,265.2,285.2,5.1
,"Ochiltree County, TX","48357",58,29092,199.4,151.4,257.7,26.2
,"Oldham County, TX","48359",17,5252,323.7,188.6,518.3,78.5
,"Orange County, TX","48361",1081,255398,423.3,398.0,448.5,12.9
,"Palo Pinto County, TX","48363",371,87672,423.2,380.1,466.2,22.0
,"Panola County, TX","48365",297,68190,435.5,386.0,485.1,25.3
,"Parker County, TX","48367",1252,496092,252.4,238.4,266.4,7.1
,"Parmer County, TX","48369",68,29050,234.1,181.8,296.8,28.4
,"Pecos County, TX","48371",133,44476,299.0,248.2,349.9,25.9
,"Polk County, TX","48373",748,159340,469.4,435.8,503.1,17.2
,"Potter County, TX","48375",1143,346839,329.5,310.4,348.7,9.7
,"Presidio County, TX","48377",42,17874,235.0,169.4,317.6,36.3
,"Rains County, TX","48379",136,38318,354.9,295.3,414.6,30.4
,"Randall County, TX","48381",1191,438249,271.8,256.3,287.2,7.9
,"Reagan County, TX","48383",28,9529,293.8,195.3,424.7,55.5
,"Real County, TX","48385",53,8520,622.1,466.0,813.7,85.4
,"Red River County, TX","48387",190,34775,546.4,468.7,624.1,39.6
,"Reeves County, TX","48389",91,39162,232.4,187.1,285.3,24.4
,"Refugio County, TX","48391",91,20054,453.8,365.4,557.1,47.6
,"Roberts County, TX","48393",Suppressed,2440,Suppressed,Suppressed,Suppressed,Suppressed
,"Robertson County, TX","48395",244,51378,474.9,415.3,534.5,30.4
,"Rockwall County, TX","48397",623,370896,168.0,154.8,181.2,6.7
,"Runnels County, TX","48399",96,29670,323.6,262.1,395.1,33.0
,"Rusk County, TX","48401",577,159155,362.5,333.0,392.1,15.1
,"Sabine County, TX","48403",214,30193,708.8,613.8,803.7,48.5
,"San Augustine County, TX","48405",164,23612,694.6,588.3,800.9,54.2
,"San Jacinto County, TX","48407",351,85162,412.2,369.0,455.3,22.0
,"San Patricio County, TX","48409",664,210313,315.7,291.7,339.7,12.3
,"San Saba County, TX","48411",61,17496,348.7,266.7,447.9,44.6
,"Schleicher County, TX","48413",27,7177,376.2,247.9,547.4,72.4
,"Scurry County, TX","48415",139,49722,279.6,233.1,326.0,23.7
,"Shackelford County, TX","48417",41,9627,425.9,305.6,577.8,66.5
,"Shelby County, TX","48419",286,72126,396.5,350.6,442.5,23.4
,"Sherman County, TX","48421",24,8275,290.0,185.8,431.5,59.2
,"Smith County, TX","48423",2518,724317,347.6,334.1,361.2,6.9
,"Somervell County, TX","48425",87,29114,298.8,239.3,368.6,32.0
,"Starr County, TX","48427",453,197711,229.1,208.0,250.2,10.8
,"Stephens County, TX","48429",96,27906,344.0,278.6,420.1,35.1
,"Sterling County, TX","48431",Suppressed,4195,Suppressed,Suppressed,Suppressed,Suppressed
,"Stonewall County, TX","48433",20,3617,552.9,337.8,854.0,123.6
,"Sutton County, TX","48435",43,9757,440.7,318.9,593.6,67.2
,"Swisher County, TX","48437",83,20844,398.2,317.2,493.6,43.7
,"Tarrant County, TX","48439",12542,6464019,194.0,190.6,197.4,1.7
,"Taylor County, TX","48441",1361,435325,312.6,296.0,329.3,8.5
,"Terrell County, TX","48443",10,2104,475.3,227.9,874.1,150.3
,"Terry County, TX","48445",146,34868,418.7,350.8,486.6,34.7
,"Throckmorton County, TX","48447",27,4571,590.7,389.3,859.4,113.7
,"Titus County, TX","48449",315,93748,336.0,298.9,373.1,18.9
,"Tom Green County, TX","48451",1002,357360,280.4,263.0,297.8,8.9
,"Travis County, TX","48453",5368,3966551,135.3,131.7,139.0,1.8
,"Trinity County, TX","48455",275,42051,654.0,576.7,731.3,39.4
,"Tyler County, TX","48457",368,60489,608.4,546.2,670.5,31.7
,"Upshur County, TX","48459",520,127543,407.7,372.7,442.7,17.9
,"Upton County, TX","48461",39,9526,409.4,291.1,559.7,65.6
,"Uvalde County, TX","48463",284,74629,380.5,336.3,424.8,22.6
,"Val Verde County, TX","48465",348,142890,243.5,218.0,269.1,13.1
,"Van Zandt County, TX","48467",751,188134,399.2,370.6,427.7,14.6
,"Victoria County, TX","48469",793,273693,289.7,269.6,309.9,10.3
,"Walker County, TX","48471",615,238115,258.3,237.9,278.7,10.4
,"Waller County, TX","48473",417,185228,225.1,203.5,246.7,11.0
,"Ward County, TX","48475",91,33124,274.7,221.2,337.3,28.8
,"Washington County, TX","48477",387,109057,354.9,319.5,390.2,18.0
,"Webb County, TX","48479",1248,804873,155.1,146.5,163.7,4.4
,"Wharton County, TX","48481",512,125284,408.7,373.3,444.1,18.1
,"Wheeler County, TX","48483",69,14538,474.6,369.3,600.7,57.1
,"Wichita County, TX","48485",1289,390227,330.3,312.3,348.4,9.2
,"Wilbarger County, TX","48487",150,37744,397.4,333.8,461.0,32.4
,"Willacy County, TX","48489",152,60496,251.3,211.3,291.2,20.4
,"Williamson County, TX","48491",3141,2011635,156.1,150.7,161.6,2.8
,"Wilson County, TX","48493",467,158175,295.2,268.5,322.0,13.7
,"Winkler County, TX","48495",46,22135,207.8,152.1,277.2,30.6
,"Wise County, TX","48497",697,224706,310.2,287.2,333.2,11.7
,"Wood County, TX","48499",726,140653,516.2,478.6,553.7,19.2
,"Yoakum County, TX","48501",57,22526,253.0,191.7,327.8,33.5
,"Young County, TX","48503",280,54063,517.9,457.2,578.6,31.0
,"Zapata County, TX","48505",76,41493,183.2,144.3,229.3,21.0
,"Zavala County, TX","48507",108,28223,382.7,310.5,454.8,36.8
,"Beaver County, UT","49001",66,21809,302.6,234.1,385.0,37.3
,"Box Elder County, UT","49003",435,183870,236.6,214.3,258.8,11.3
,"Cache County, UT","49005",586,419983,139.5,128.2,150.8,5.8
,"Carbon County, UT","49007",259,61552,420.8,369.5,472.0,26.1
,"Daggett County, UT","49009",Suppressed,2982,Suppressed,Suppressed,Suppressed,Suppressed
,"Davis County, UT","49011",1835,1110440,165.2,157.7,172.8,3.9
,"Duchesne County, UT","49013",146,60428,241.6,202.4,280.8,20.0
,"Emery County, UT","49015",99,30210,327.7,266.3,399.0,32.9
,"Garfield County, UT","49017",52,15724,330.7,247.0,433.7,45.9
,"Grand County, UT","49019",62,29138,212.8,163.1,272.8,27.0
,"Iron County, UT","49021",301,187159,160.8,142.7,179.0,9.3
,"Juab County, UT","49023",68,37745,180.2,139.9,228.4,21.8
,"Kane County, UT","49025",81,24644,328.7,261.0,408.5,36.5
,"Millard County, UT","49027",92,39931,230.4,185.7,282.6,24.0
,"Morgan County, UT","49029",61,38489,158.5,121.2,203.6,20.3
,"Piute County, UT","49031",11,4524,243.1,121.4,435.1,73.3
,"Rich County, UT","49033",19,7895,240.7,144.9,375.8,55.2
,"Salt Lake County, UT","49035",6001,3558491,168.6,164.4,172.9,2.2
,"San Juan County, UT","49037",81,43206,187.5,148.9,233.0,20.8
,"Sanpete County, UT","49039",220,89107,246.9,214.3,279.5,16.6
,"Sevier County, UT","49041",168,66319,253.3,215.0,291.6,19.5
,"Summit County, UT","49043",150,128888,116.4,97.8,135.0,9.5
,"Tooele County, UT","49045",347,238625,145.4,130.1,160.7,7.8
,"Uintah County, UT","49047",220,111092,198.0,171.9,224.2,13.4
,"Utah County, UT","49049",2574,2106594,122.2,117.5,126.9,2.4
,"Wasatch County, UT","49051",130,109936,118.3,97.9,138.6,10.4
,"Washington County, UT","49053",1256,591358,212.4,200.6,224.1,6.0
,"Wayne County, UT","49055",23,7817,294.2,186.5,441.5,61.4
,"Weber County, UT","49057",1714,808553,212.0,201.9,222.0,5.1
,"Addison County, VT","50001",304,112558,270.1,239.7,300.4,15.5
,"Bennington County, VT","50003",504,111887,450.5,411.1,489.8,20.1
,"Caledonia County, VT","50005",324,91592,353.7,315.2,392.3,19.7
,"Chittenden County, VT","50007",1074,507647,211.6,198.9,224.2,6.5
,"Essex County, VT","50009",71,17929,396.0,309.3,499.5,47.0
,"Franklin County, VT","50011",425,152050,279.5,252.9,306.1,13.6
,"Grand Isle County, VT","50013",72,22377,321.8,251.8,405.2,37.9
,"Lamoille County, VT","50015",206,78276,263.2,227.2,299.1,18.3
,"Orange County, VT","50017",264,89330,295.5,259.9,331.2,18.2
,"Orleans County, VT","50019",344,82728,415.8,371.9,459.8,22.4
,"Rutland County, VT","50021",630,181228,347.6,320.5,374.8,13.8
,"Washington County, VT","50023",537,180159,298.1,272.9,323.3,12.9
,"Windham County, VT","50025",501,137898,363.3,331.5,395.1,16.2
,"Windsor County, VT","50027",629,174439,360.6,332.4,388.8,14.4
,"Accomack County, VA","51001",483,99676,484.6,441.4,527.8,22.0
,"Albemarle County, VA","51003",761,343745,221.4,205.7,237.1,8.0
,"Alleghany County, VA","51005",219,44416,493.1,427.8,558.4,33.3
,"Amelia County, VA","51007",151,40203,375.6,315.7,435.5,30.6
,"Amherst County, VA","51009",371,94258,393.6,353.5,433.7,20.4
,"Appomattox County, VA","51011",160,49965,320.2,270.6,369.8,25.3
,"Arlington County, VA","51013",850,701127,121.2,113.1,129.4,4.2
,"Augusta County, VA","51015",819,233874,350.2,326.2,374.2,12.2
,"Bath County, VA","51017",58,12214,474.9,360.6,613.9,62.4
,"Bedford County, VA","51019",729,242504,300.6,278.8,322.4,11.1
,"Bland County, VA","51021",79,18500,427.0,338.1,532.2,48.0
,"Botetourt County, VA","51023",342,102126,334.9,299.4,370.4,18.1
,"Brunswick County, VA","51025",248,47610,520.9,456.1,585.7,33.1
,"Buchanan County, VA","51027",262,58255,449.7,395.3,504.2,27.8
,"Buckingham County, VA","51029",179,50907,351.6,300.1,403.1,26.3
,"Campbell County, VA","51031",597,165903,359.8,331.0,388.7,14.7
,"Caroline County, VA","51033",275,95929,286.7,252.8,320.6,17.3
,"Carroll County, VA","51035",387,87434,442.6,398.5,486.7,22.5
,"Charles City County, VA","51036",83,19809,419.0,333.7,519.4,46.0
,"Charlotte County, VA","51037",171,34259,499.1,424.3,574.0,38.2
,"Chesterfield County, VA","51041",2435,1132972,214.9,206.4,223.5,4.4
,"Clarke County, VA","51043",171,45613,374.9,318.7,431.1,28.7
,"Craig County, VA","51045",59,14555,405.4,308.6,522.9,52.8
,"Culpeper County, VA","51047",402,162950,246.7,222.6,270.8,12.3
,"Cumberland County, VA","51049",109,29305,372.0,302.1,441.8,35.6
,"Dickenson County, VA","51051",184,41152,447.1,382.5,511.7,33.0
,"Dinwiddie County, VA","51053",269,84416,318.7,280.6,356.7,19.4
,"Essex County, VA","51057",122,31801,383.6,315.6,451.7,34.7
,"Fairfax County, VA","51059",4953,3419929,144.8,140.8,148.9,2.1
,"Fauquier County, VA","51061",550,223644,245.9,225.4,266.5,10.5
,"Floyd County, VA","51063",149,46864,317.9,266.9,369.0,26.0
,"Fluvanna County, VA","51065",242,84344,286.9,250.8,323.1,18.4
,"Franklin County, VA","51067",604,165561,364.8,335.7,393.9,14.8
,"Frederick County, VA","51069",812,284762,285.2,265.5,304.8,10.0
,"Giles County, VA","51071",227,49472,458.8,399.2,518.5,30.5
,"Gloucester County, VA","51073",403,118619,339.7,306.6,372.9,16.9
,"Goochland County, VA","51075",241,78794,305.9,267.2,344.5,19.7
,"Grayson County, VA","51077",225,45987,489.3,425.3,553.2,32.6
,"Greene County, VA","51079",175,63376,276.1,235.2,317.0,20.9
,"Greensville County, VA","51081",148,33796,437.9,367.4,508.5,36.0
,"Halifax County, VA","51083",477,100814,473.1,430.7,515.6,21.7
,"Hanover County, VA","51085",966,338689,285.2,267.2,303.2,9.2
,"Henrico County, VA","51087",2671,1002276,266.5,256.4,276.6,5.2
,"Henry County, VA","51089",751,149856,501.1,465.3,537.0,18.3
,"Highland County, VA","51091",39,6866,568.0,403.9,776.5,91.0
,"Isle of Wight County, VA","51093",381,120140,317.1,285.3,349.0,16.2
,"James City County, VA","51095",796,243735,326.6,303.9,349.3,11.6
,"King and Queen County, VA","51097",85,20100,422.9,337.8,522.9,45.9
,"King George County, VA","51099",160,83913,190.7,161.1,220.2,15.1
,"King William County, VA","51101",139,55693,249.6,208.1,291.1,21.2
,"Lancaster County, VA","51103",200,32537,614.7,529.5,699.9,43.5
,"Lee County, VA","51105",280,65710,426.1,376.2,476.0,25.5
,"Loudoun County, VA","51107",1497,1296024,115.5,109.7,121.4,3.0
,"Louisa County, VA","51109",413,120001,344.2,311.0,377.4,16.9
,"Lunenburg County, VA","51111",165,35995,458.4,388.5,528.3,35.7
,"Madison County, VA","51113",141,42070,335.2,279.8,390.5,28.2
